dive,time,vertSpeed,horzSpeed,speed,speed_qc,glideAngle,buoyancy,north_displacement,east_displacement
60,1770526068,-11.8981372621915,31.617769767324,33.7823775860944,1,-20.6219068992286,-235.640008552029,-2.08199898006117,2.37825916485319
60,1770526078,-11.9799846059872,31.7486892515624,33.9337486928863,1,-20.6733934407199,-238.76233406063,-2.04742649038772,2.42773274548231
60,1770526088,-12.0697980187647,31.8603746677826,34.0699794274265,1,-20.748398826853,-240.740492462639,-1.98069748770339,2.49512370106394
60,1770526098,-12.0908443060856,31.8238728040681,34.0433164701019,1,-20.803286786313,-236.602940392018,-1.995727536021,2.479659563612
60,1770526108,-12.0594315377033,31.7822688460874,33.9932714227026,1,-20.7786974187874,-237.548955003079,-2.0354049986551,2.43929773516324
60,1770526118,-12.0167020151081,31.7894310801493,33.9848356729802,1,-20.7070606164288,-238.873412252931,-1.92749719625657,2.5287302559373
60,1770526128,-11.985832160023,31.7953110969066,33.9794346674178,1,-20.654864950594,-239.162611224784,-1.93490274658243,2.52300801400997
60,1770526138,-11.9971790052467,31.8365874447445,34.0220605521005,1,-20.6482259227964,-238.968119680453,-1.92232693821636,2.5377829189819
60,1770526148,-12.0131155399907,31.8772657951837,34.0657455452534,1,-20.6491819886179,-241.181912467258,-1.98830719552287,2.49204083362397
60,1770526158,-12.0035254588835,31.859947697764,34.0461582376973,1,-20.6443574149613,-239.337768253489,-2.00812102562675,2.47223040043692
60,1770526168,-12.0256286671722,31.8716726331562,34.0649271432626,1,-20.6721939498026,-239.673866784493,-1.96227920765856,2.51147277021704
60,1770526178,-12.065817627205,31.928491870306,34.1322801483459,1,-20.7016423812984,-240.023687227699,-1.92953669241577,2.54465172400407
60,1770526188,-12.0671799401622,31.9468506326263,34.1499355351015,1,-20.6928919667296,-240.933526973707,-1.90387521281207,2.56619452591307
60,1770526198,-12.0483086092579,31.9236197783605,34.1215363091589,1,-20.67703210281,-240.036028074084,-1.90239826117066,2.56360212463403
60,1770526208,-12.0304038785153,31.8977622038888,34.091023028006,8,-20.6642235372857,-240.198977359407,-1.91201765700402,2.55320598766791
60,1770526218,-12.0114654703259,31.8883185524063,34.0755067877878,8,-20.6400320108278,-239.861371876358,-1.94762456533014,2.52455415328622
60,1770526228,-11.9962537480436,31.8833409785465,34.0654889285581,1,-20.6190402380794,-240.936479793229,-1.99323951007576,2.48805902846956
60,1770526238,-11.9884937613374,31.8479881406789,34.0296683979502,1,-20.6277730810949,-240.105209026256,-2.09781283100985,2.39542644447869
60,1770526248,-11.9866137768069,31.7970828712296,33.9813682619488,1,-20.6550443582993,-238.672998930567,-2.22210541315068,2.27615515143146
60,1770526258,-11.9923040955071,31.7807854135043,33.9681273993478,1,-20.6737223093616,-238.522572566302,-2.32453686662149,2.16625764723264
60,1770526268,-12.0022760303562,31.7831955697648,33.973903963701,8,-20.6880216843842,-238.988615298242,-2.41977929151842,2.06165568993089
60,1770526278,-12.0120939371361,31.7632574155335,33.958723804054,1,-20.7154028155913,-238.314930395074,-2.44918358538016,2.02051366328102
60,1770526288,-12.0378755289576,31.7656726280485,33.9701104614487,1,-20.7546351390445,-236.987173828639,-2.45939465326919,2.01096396445424
60,1770526298,-12.0855814807068,31.8279692969769,34.0452773420354,1,-20.7925587376541,-238.600261504747,-2.50927146258718,1.9595488285736
60,1770526308,-12.0925852174262,31.8486918939383,34.0671365482297,8,-20.7911987498189,-238.868836403132,-2.56719745480583,1.88491086834062
60,1770526318,-12.0149107128503,31.7812010532878,33.9765039376812,1,-20.7091423488386,-237.785782682657,-2.55405817134375,1.89082374091581
60,1770526328,-11.9168319788168,31.7187801622241,33.8835048274356,1,-20.5913360289656,-238.934277607369,-2.51547242522171,1.93110978396837
60,1770526338,-11.8726091895302,31.7148609300832,33.8643064712957,8,-20.5236267639217,-239.197965242799,-2.48575228257368,1.97063011955743
60,1770526348,-11.8902413189693,31.7478297995146,33.9013648044186,1,-20.531999897209,-240.06327219761,-2.4575810929666,2.00835640710293
60,1770526358,-11.9610447419377,31.7955190017824,33.9708937167002,1,-20.6156217053552,-239.44283520779,-2.52463218051681,1.93490872978959
60,1770526368,-12.1697173182353,31.9552542869446,34.1941558771239,1,-20.8486442942513,-238.671338114254,-2.62981941498423,1.81533264444974
60,1770526378,-12.6352849165033,32.3565485914466,34.7361002657446,1,-21.3307261684222,-239.69788510477,-2.55178157447804,1.98944041470481
60,1770526388,-13.0861044034853,32.7747751741478,35.2906788851511,1,-21.7655244002628,-240.244371821108,-2.48394907081906,2.13668252418894
60,1770526398,-13.2192449515216,32.9452424782436,35.498414598945,1,-21.8630736826665,-242.045525272957,-2.31178877191469,2.34769960232193
60,1770526408,-13.2199909486482,32.9901905521304,35.540411271512,1,-21.8372056643444,-242.253959215425,-2.11574985419709,2.53037074405704
60,1770526418,-13.2118097281073,33.0140229621579,35.5594942095301,1,-21.8106856372618,-242.68892824532,-1.92371554341375,2.68464088227118
60,1770526428,-13.1255137853223,32.9628716280641,35.4799946180508,1,-21.7119944585706,-243.450344791,-1.70114502313231,2.82301998474801
60,1770526438,-12.907448774333,32.7740581773858,35.2241553947955,1,-21.4960710511894,-242.719125536952,-1.51893017272608,2.90454613562956
60,1770526448,-12.5429033071906,32.4431278339036,34.7833432409903,1,-21.137101156325,-242.190456543725,-1.34948306737794,2.9499755985534
60,1770526458,-12.1378060350027,32.0713167165884,34.2913355132032,8,-20.7297988896856,-241.52172272435,-1.29231241237095,2.93558840450143
60,1770526468,-11.8547471171954,31.8069845833479,33.9443559004732,1,-20.4408736716604,-240.894468911805,-1.23688523484601,2.92897010011717
60,1770526478,-11.7440161250779,31.6765751438666,33.7835363393342,1,-20.3421440065346,-241.386864312719,-1.17863354385979,2.94021718547096
60,1770526488,-11.7172309994773,31.5927865477323,33.6956623936329,1,-20.3489666789574,-238.910367019794,-1.1133074019269,2.95763043879388
60,1770526498,-11.7256573701562,31.5802715136284,33.6868607863183,1,-20.3698060534114,-238.346535722922,-1.01385184732135,2.99052596337437
60,1770526508,-11.7288590756859,31.62387359338,33.728852875059,1,-20.3491234264368,-240.414188270763,-0.924813233327412,3.02413860362967
60,1770526518,-11.6790207487495,31.6140938240447,33.7023805385498,1,-20.2754650062637,-240.602289932768,-0.871618943570317,3.03887967849409
60,1770526528,-11.6375549675286,31.5833871850344,33.6592191190176,8,-20.227367499886,-240.542793270867,-0.814370260539392,3.05088752836765
60,1770526538,-11.6590634538886,31.5977232338522,33.6801109586196,1,-20.2532685388434,-240.48333857628,-0.745698181769434,3.07182098775897
60,1770526548,-11.67838773232,31.58927427926,33.6788804670927,1,-20.289086855477,-240.597080044114,-0.669961202270283,3.08641922650761
60,1770526558,-11.6555397697027,31.5342823697287,33.6193779225152,1,-20.285062219656,-238.696356686506,-0.571810987337526,3.10115169582172
60,1770526568,-11.647844137613,31.529667875332,33.6123820843282,1,-20.2754848378049,-239.361228693679,-0.472530253465065,3.1179947581821
60,1770526578,-11.6739273770927,31.5754820024123,33.6643972779894,1,-20.2901062605886,-240.205015194,-0.36655559425441,3.13556378929049
60,1770526588,-11.6797361564918,31.573170243561,33.6642438785449,1,-20.3007436103603,-240.055340870908,-0.311768216958594,3.14125199933331
60,1770526598,-11.6425670917834,31.5088989266393,33.5910714335796,1,-20.2793176613431,-238.909706377092,-0.469532449997288,3.11634693506279
60,1770526608,-11.5919919416581,31.4396602424447,33.5086035718563,1,-20.2392341122397,-238.860897080524,-0.62199253955961,3.08214608712086
60,1770526618,-11.5608689954326,31.4042946049724,33.4646591431237,1,-20.2101846299149,-238.335212098067,-0.760145520209176,3.04672016545608
60,1770526628,-11.5728689366095,31.4039601394806,33.4684927635833,1,-20.2296607150914,-239.086656799015,-0.875696317275059,3.01648603969738
60,1770526638,-11.615894145651,31.4139627382262,33.4927761124938,1,-20.2928064665972,-237.681873447584,-0.899465887765539,3.00987236705027
60,1770526648,-11.6261461707524,31.4396592519309,33.5204333006187,1,-20.2940092804969,-237.177270584354,-0.916787838095655,3.00601328416797
60,1770526658,-11.576351998794,31.4755885020529,33.5369139479253,1,-20.192929722795,-240.457908863437,-0.908046947200663,3.01504637470418
60,1770526668,-11.5600301560154,31.4960369515213,33.5504789959783,1,-20.1547153032706,-241.013924695607,-0.915690289294068,3.01322600760476
60,1770526678,-11.6446355012979,31.5161377757477,33.598578485674,1,-20.2783477415373,-239.272038639496,-0.997497103832477,2.98926121980985
60,1770526688,-11.7265889069097,31.5260305499057,33.6363417990905,1,-20.4034537371736,-237.693070341047,-1.03935763471972,2.97634704453054
60,1770526698,-11.715172220791,31.5044832432481,33.6121663179703,1,-20.3980187309327,-238.017122271131,-0.918464158700422,3.01359390652154
60,1770526708,-11.6521074776316,31.4686209020631,33.5566045682224,8,-20.3184337800363,-238.398667592923,-0.808207339574198,3.04065470346019
60,1770526718,-11.5927102707452,31.4398940945542,33.5090714896463,8,-20.240248191604,-238.779957475987,-0.749430206396209,3.05465758927766
60,1770526728,-11.5675738713167,31.4387604919451,33.4993197921727,8,-20.2005815073091,-239.157435458479,-0.678243157384468,3.06952215873075
60,1770526738,-11.5856100610015,31.4659035463176,33.531022150715,1,-20.2134894423253,-239.502635173151,-0.557704616477558,3.09645223715288
60,1770526748,-11.6248027289514,31.5038628330657,33.5801937441054,1,-20.2538644769504,-239.268257126293,-0.426183622275845,3.12174409525532
60,1770526758,-11.7484275088531,31.6362853568066,33.7472976711924,1,-20.3729453162543,-239.357245619824,-0.252279549889338,3.15387098730616
60,1770526768,-12.2424629197565,32.0996757629778,34.3550153897494,1,-20.8763003972632,-241.349735345161,-0.0891729549898897,3.20744425769425
