dive,time,latitude,longitude,depth,temperature,salinity,density,soundVelocity
1,1769646836,21.2000666666667,-158.1415,0.318022674431256,25.5813470862361,35.2011563607284,NaN,1535.85670263698
1,1769646838,21.2000652807118,-158.141499180367,0.340880535115418,25.5837481895639,35.2065467950406,NaN,1535.86853942311
1,1769646843,21.2000587250723,-158.141495303462,0.411441741119358,25.5926450466251,35.2070822525829,NaN,1535.89038159697
1,1769646848,21.2000483877701,-158.14148919014,0.435293410885406,25.5973523330048,35.2093174243717,NaN,1535.90437720366
1,1769646853,21.200038052535,-158.141483078039,0.457157439061776,25.5848371813318,35.2162962454745,NaN,1535.88434986243
1,1769646858,21.2000277173,-158.141476965939,0.425355215487449,25.5821750782141,35.2154224968281,NaN,1535.87667151644
1,1769646863,21.2000173841321,-158.141470855061,0.458151258468826,25.5805020634897,35.2178724077148,1023.35652170177,1535.87626413122
1,1769646868,21.2000070468302,-158.141464741739,0.551570261178675,25.5832022082714,35.2211410210967,1023.36201238068,1535.88741871604
1,1769646873,21.199996709528,-158.141458628416,0.603248840098846,25.6042128628702,35.2153822313595,1023.3505132262,1535.93138330938
1,1769646878,21.1999863763598,-158.141452517538,0.755303044682827,25.6126343392191,35.2093077266954,1023.34307662497,1535.94587134839
1,1769646883,21.199975057686,-158.1414460763,0.876548800044109,25.6128482939074,35.2084675086694,1023.33564556531,1535.94784692236
1,1769646888,21.1999621377602,-158.141439225098,1.02562135160721,25.5805148688662,35.220334195364,1023.35795374116,1535.88905594749
1,1769646893,21.1999479127417,-158.141432720248,1.21345261194137,25.5716253988796,35.2038169882132,1023.34221861022,1535.85177004663
1,1769646898,21.1999323935298,-158.141426483775,1.41122184784786,25.5367446209157,35.2283496556064,1023.3723750236,1535.80245793441
1,1769646903,21.1999156951723,-158.141420525132,1.84154319315476,25.4808054885802,35.2212184499874,1023.36724699925,1535.66913084689
1,1769646908,21.1998977823381,-158.141414822106,2.4189475487386,25.3547847295305,35.2370508736898,1023.4217879717,1535.40181370005
1,1769646913,21.1998784053367,-158.141408912211,3.28852934694814,25.2954636871618,35.2206265777103,1023.43554421184,1535.25711847613
1,1769646918,21.1998572232337,-158.14140344894,4.34891723619158,25.2771428061412,35.2100842118861,1023.4297776515,1535.21920169811
1,1769646923,21.199834059129,-158.141398505401,5.5573750852722,25.2218409014421,35.216046081715,1023.45487872962,1535.11464455963
1,1769646928,21.1998090516811,-158.141393488192,6.80160219047923,25.1914983237925,35.2105889075484,1023.46083428635,1535.05555965584
1,1769646933,21.1997827749492,-158.141388641091,7.88383511025846,25.1621417530518,35.2050997356507,1023.46846818476,1534.99512340162
1,1769646938,21.1997560276021,-158.141384398601,8.72755542733279,25.1516210964163,35.2072417230957,1023.47759416121,1534.98528992152
1,1769646943,21.1997294204289,-158.14138070102,9.46791962459649,25.1531754161219,35.204827298912,1023.47638583488,1534.99821204528
1,1769646948,21.1997033169877,-158.141377540786,10.1407046326774,25.1517444217579,35.2073265728919,1023.47961092811,1535.00860076606
1,1769646953,21.1996778015441,-158.141375037141,10.7856618919327,25.1490632479591,35.2060860183633,1023.4801008239,1535.01092532367
1,1769646958,21.1996528035127,-158.141373232937,11.3769537412666,25.1481543117017,35.2045656256654,1023.47946428216,1535.01711761781
1,1769646963,21.199628259229,-158.14137212408,11.9563187198353,25.1451288535125,35.2067238459259,1023.48132510954,1535.02256538828
1,1769646968,21.1996040994087,-158.14137170115,12.5376695798106,25.1355471204715,35.2063649935468,1023.48373771149,1535.00953265538
1,1769646973,21.1995802836828,-158.141371932398,13.1080874510477,25.1299065862127,35.2069967141089,1023.48740824161,1535.00700112269
1,1769646978,21.1995568194631,-158.141372826308,13.6894350394423,25.1304790454125,35.2055873239493,1023.48532180573,1535.01672512372
1,1769646983,21.1995338219645,-158.141374528946,14.2648184625148,25.1229791556864,35.2068199427311,1023.48820729522,1535.01055659278
1,1769646988,21.1995112859247,-158.141376963345,14.871006502167,25.1152435780899,35.2068184334765,1023.49077028943,1535.0025521223
1,1769646993,21.1994892550379,-158.141380108478,15.4583115626653,25.1093584175495,35.2076268571228,1023.49261372025,1534.99908101388
1,1769646998,21.1994679233476,-158.141384151331,16.0515774001129,25.1010652342219,35.2096237223632,1023.49775217358,1534.99191129341
1,1769647003,21.1994472072864,-158.141388926766,16.6299354054214,25.0992359388768,35.2079589632775,1023.49679213011,1534.99600771447
1,1769647008,21.199427060733,-158.141394303454,17.2212103709413,25.0950213159844,35.2069980185185,1023.49805132818,1534.99460926582
1,1769647013,21.1994076619378,-158.14140039249,17.7896277191307,25.0954604834411,35.2061531206541,1023.49771198938,1535.00489114974
1,1769647018,21.1993889881976,-158.141407127241,18.3759306727424,25.0955765775731,35.2062910083423,1023.4974811666,1535.01509315216
1,1769647023,21.1993710473769,-158.141414419039,18.9582570287409,25.0927197525305,35.2058721446403,1023.49846567654,1535.01822134797
1,1769647028,21.1993542464364,-158.141422396319,19.5405817280893,25.0910799327746,35.1994639690594,1023.49289028951,1535.01664103056
1,1769647033,21.1993384672792,-158.141430913661,20.1199235990495,25.0865016200871,35.2072449263191,1023.50107471917,1535.02459542167
1,1769647038,21.1993232943139,-158.141439697423,20.708207320199,25.0844899221833,35.20764031731,1023.50242797031,1535.03073863456
1,1769647043,21.1993090261738,-158.141448791674,21.2954956324714,25.0862724445898,35.2060982817044,1023.50091053524,1535.04346545186
1,1769647048,21.1992959437897,-158.141458212589,21.8658890978022,25.0871133200744,35.2059371535178,1023.50019222609,1535.05530658662
1,1769647053,21.1992839582079,-158.14146784814,22.4611237894036,25.0847672020101,35.2053010640906,1023.50032324514,1535.05925032333
1,1769647058,21.1992732026749,-158.141477602598,23.0573504598974,25.0837966282029,35.206864876546,1023.50217059571,1535.06861222729
1,1769647063,21.1992638648444,-158.141487353999,23.6297264298417,25.0819190029015,35.2061708039795,1023.50084369594,1535.0733515741
1,1769647068,21.19925541803,-158.14149705541,24.1901763497164,25.0730577322624,35.2073608999144,1023.50451003016,1535.06383807971
1,1769647073,21.1992474054538,-158.141506692272,24.749631033792,25.06831256035,35.2084859755177,1023.50731071437,1535.06382589106
1,1769647078,21.1992395623722,-158.141516271937,25.29815350255,25.0659983321598,35.2068645168791,1023.50686946874,1535.06533991709
1,1769647083,21.1992313274594,-158.141525883197,25.8546240705019,25.0649454540598,35.2080464885771,1023.50869234692,1535.07382719335
1,1769647088,21.1992230293987,-158.141535470542,26.4011561917194,25.0643772424181,35.2075984220497,1023.50773107303,1535.08142066296
1,1769647093,21.1992147547016,-158.141545020068,26.941724709112,25.0596656737004,35.2097709991626,1023.51136484416,1535.0821326557
1,1769647098,21.1992062895424,-158.141554581209,27.4842791755444,25.0584601884201,35.2104149179505,1023.51197134182,1535.08903965587
1,1769647103,21.199197705274,-158.141564148489,28.0427311723176,25.0551663669495,35.209159935784,1023.51244313893,1535.0891357896
1,1769647108,21.19918883455,-158.141573752259,28.5743522094779,25.0554102715845,35.2074066908226,1023.51098094943,1535.09672558991
1,1769647113,21.1991798987736,-158.141583383791,29.107959226824,25.054415058888,35.2096160088485,1023.51296809065,1535.1066082843
1,1769647118,21.1991709501677,-158.141593037505,29.649514274966,25.0520675477616,35.2111707923054,1023.51474833459,1535.1125572091
1,1769647123,21.1991613998444,-158.141602743733,30.1980236158378,25.0500058783845,35.210553879855,1023.51538206257,1535.11622541293
1,1769647128,21.1991516674979,-158.141612478176,30.7395757806733,25.0515793407055,35.2102149335936,1023.51482845661,1535.12882497301
1,1769647133,21.1991422838382,-158.141622199086,31.2801328433342,25.0519754037653,35.2090574742619,1023.51363353112,1535.13746351145
1,1769647138,21.1991328213716,-158.141631933406,31.8137328087834,25.0510495917708,35.2098540871237,1023.51428753497,1535.14543331865
1,1769647143,21.1991232654578,-158.141641689443,32.353293370999,25.0482179691829,35.2097383921891,1023.51486731049,1535.14787279945
1,1769647148,21.1991138334594,-158.141651451899,32.8888778635928,25.0464900892735,35.2109176085827,1023.51685054336,1535.15454147632
1,1769647153,21.1991043547872,-158.141661233636,33.4115433832343,25.0479697461883,35.2106244512697,1023.51660330416,1535.16674162417
1,1769647158,21.1990946964409,-158.14167103354,33.9520933917449,25.0492023077885,35.2074512963779,1023.51288971233,1535.17529992126
1,1769647163,21.199085267444,-158.141680814906,34.4757498516607,25.0464678990219,35.2107992274324,1023.51667894342,1535.18133945494
1,1769647168,21.1990755475902,-158.141690602681,35.0153033991112,25.0462297786176,35.2112094883033,1023.5175664951,1535.19108372169
1,1769647173,21.1990651810224,-158.141700410367,35.5399507890673,25.0463552378105,35.2079799886882,1023.51344168144,1535.19654527157
1,1769647178,21.1990549303573,-158.141710211686,36.074533299942,25.0383600208025,35.2097336349398,1023.517584085,1535.18843873554
1,1769647183,21.1990448124942,-158.141720015956,36.6071271273832,25.0351005746238,35.2110633027252,1023.51952135096,1535.19169875226
1,1769647188,21.1990343677374,-158.141729818088,37.1576051126258,25.0316864081096,35.211902349391,1023.52185480736,1535.19403042988
1,1769647193,21.199023962433,-158.141739616522,37.7150370878892,25.0324178135578,35.2101177171384,1023.52063283616,1535.20326447713
1,1769647198,21.1990134294316,-158.141749407582,38.2635248230826,25.0318534810396,35.208676783679,1023.51824903345,1535.20937737412
1,1769647203,21.1990024270688,-158.141759191877,38.7961129572032,25.0232544146362,35.2103871104941,1023.52274745174,1535.20036785793
