dive,time,pitch,roll,heading,vbdCC
1,1769639214,-18,-14.3,252.8,-97.3117540156236
1,1769639219,-18.1,-14.8,255,-97.3136063420679
1,1769639224,-18.2,-15,257,-97.3154040060472
1,1769639229,-18.2,-14.5,259.4,-97.3172202551505
1,1769639234,-18.3,-14.7,261.3,-97.3190729460912
1,1769639239,-18.2,-14.7,263,-97.3208698811941
1,1769639244,-18.3,-14.7,265.5,-97.3226864947937
1,1769639249,-18.3,-14.5,268.1,-97.324539549998
1,1769639254,-18.3,-15.1,270.9,-97.3263361208374
1,1769639259,-18.3,-14.8,273.2,-97.3281523699407
1,1769639264,-18,-14.5,275.1,-97.3300061540212
1,1769639269,-18.3,-14.9,277.7,-97.3318023603642
1,1769639274,-17.5,-7.6,278.7,-97.3333671625005
1,1769639279,-8.7,-2.6,277.6,-93.0812764167786
1,1769639284,-4.6,-2.1,278.3,-88.6253910064697
1,1769639289,-4.2,-2.3,278.3,-84.1411638259888
1,1769639294,-4.3,-2,278.9,-79.6711075305939
1,1769639299,-4.7,-1.9,279.2,-75.216108083725
1,1769639304,-4.2,-1.5,279.9,-70.9710159301758
1,1769639309,-4.3,-1.4,280.5,-66.4965312480927
1,1769639314,-4.1,-1.4,281,-62.0282461643219
1,1769639319,-4.4,-1.5,281.4,-57.5705895423889
1,1769639324,-4.5,-1.3,281.7,-53.0695340633392
1,1769639329,-4.5,-1.5,282.1,-48.8244421482086
1,1769639334,-4.7,-1.2,282.2,-44.3543858528137
1,1769639339,-4.8,-1.4,282.3,-39.8993861675262
1,1769639344,-4.6,-1.3,282.9,-35.4151589870453
1,1769639349,-4.9,-1.4,282.6,-30.9459884166718
1,1769639354,-5.2,-1.4,283,-26.6867253780365
1,1769639359,-5.5,-1.1,283,-22.2414681911469
1,1769639364,-5.4,-1.3,283.3,-17.756355047226
1,1769639369,-5.2,-1.3,283.8,-13.2862989902496
1,1769639374,-5.4,-1.2,283.7,-8.8304135799408
1,1769639379,-5.8,-1.2,284,-4.32847261428833
1,1769639393,-4,-0.6,285.3,0.510198175907135
1,1769639413,17.6,-1,280.3,18.0492830276489
1,1769639418,18.8,-0.7,279.5,22.5560166835785
1,1769639423,18,-0.7,279.4,26.8154780864716
1,1769639428,18.1,-0.8,279.1,31.3018271923065
1,1769639433,18.5,-0.7,279.8,35.7757685184479
1,1769639438,17.4,-0.8,281.8,40.2789568901062
1,1769639443,17.5,-0.9,284.6,44.5410771369934
1,1769639448,17.1,-0.8,288.6,49.0283126831055
1,1769639453,16.1,-0.7,291.5,53.5004811286926
1,1769639458,17.5,-1,294.6,58.0072145462036
1,1769639463,17.3,-0.7,298.6,62.2666761875153
1,1769639468,16.3,-0.7,303.3,66.7539117336273
1,1769639473,17.4,-0.7,307.5,71.2260801792145
1,1769639478,17.1,-0.5,312.5,75.7328135967255
1,1769639483,16.3,-0.6,317.2,79.9922749996185
1,1769639488,17.6,-0.7,322,84.4795105457306
1,1769639493,17,-0.7,326.5,88.9525654315948
1,1769639498,17,-0.7,331,93.4575264453888
1,1769639509,17.8,-0.7,339.7,97.36779424
1,1769639514,17.2,-0.6,343.1,97.36779424
1,1769639519,17.7,-0.4,344.7,97.36779424
1,1769639524,18.1,-0.8,346.6,97.36779424
1,1769639529,16.5,-0.4,348.1,97.36779424
1,1769639534,17.9,-0.7,347.9,97.36779424
1,1769639539,17.8,-0.6,349,97.36779424
1,1769639544,16.4,-0.6,349.1,97.36779424
1,1769639549,17.8,-0.7,348.3,97.36779424
1,1769639554,17.4,-0.5,348.9,97.36779424
1,1769639559,16.5,-0.7,348.4,97.36779424
1,1769639564,17.6,-0.3,348.5,97.36779424
1,1769639569,17.2,-0.6,348.5,97.36779424
2,1769642222,-64.5,-11.6,180.2,460.248497009277
2,1769642227,-64.6,-4.5,176.9,423.064033508301
2,1769642232,-67.9,5.8,165.6,386.004030227661
2,1769642237,-59.9,-1.3,165.3,350.774333953857
2,1769642242,-67.8,4.3,159.2,313.714330673218
2,1769642247,-67.6,-5.6,174,276.529867172241
2,1769642252,-69,-9.4,168.2,239.469863891602
2,1769642257,-70.1,0,162.8,204.240165710449
2,1769642262,-70.5,4.8,165.9,167.165521621704
2,1769642267,-74,-5.2,175.5,129.995698928833
2,1769642272,-72.9,-6,178.9,94.7293949127197
2,1769642277,-72.5,-5.6,178.4,57.6986770629883
2,1769642282,-76.9,-4.3,172.1,20.6313533782959
2,1769642289,-69.6,4.1,162.8,4.54032168164849
2,1769642294,-62.4,-3.7,168.8,4.51672422513366
2,1769642298,-35.9,-2.1,161.6,-12.2194023132324
2,1769642304,-20.6,-3.2,162.1,-69.8871765136719
2,1769642309,-16.2,-3.7,162.6,-127.372711181641
2,1769642313,-15.1,-10.4,163.2,-146.187419683789
2,1769642322,-15.7,-15.2,169.1,-146.182172950357
2,1769642343,-14.9,-15.5,181.4,-146.170310498448
2,1769642348,-15.1,-16.1,185.8,-146.167487215484
2,1769642353,-15.2,-16,189,-146.164651988773
2,1769642358,-14.6,-16.1,193,-146.161831549602
2,1769642363,-14.8,-16,197.3,-146.159008835442
2,1769642368,-14.6,-15.6,200.6,-146.156173608848
2,1769642373,-14.7,-15.7,203.7,-146.153280369355
2,1769642378,-15.2,-15.7,207.9,-146.150485524093
2,1769642383,-14.9,-15.5,211.3,-146.147642334923
2,1769642388,-14.8,-16,214.3,-146.144748526742
2,1769642393,-15.4,-15.9,218.2,-146.141953681479
2,1769642398,-14.9,-15.3,221.7,-146.139110492193
2,1769642403,-15.1,-15.9,224.6,-146.136142746429
2,1769642408,-15.1,-16.1,228.8,-146.133313775994
2,1769642413,-15.1,-15.7,230.9,-146.130490493146
2,1769642418,-15.3,-15.7,234.1,-146.127656403929
2,1769642423,-15.3,-15.6,237.5,-146.124828002183
2,1769642428,-15,-15.6,240.6,-146.122004150529
2,1769642433,-15.2,-15.8,244.2,-146.119169492624
2,1769642438,-15.1,-15.6,246.9,-146.116339953383
2,1769642443,-15.2,-15.9,250.6,-146.113514964236
2,1769642448,-15.1,-16,253.9,-146.110670637572
2,1769642453,-15.1,-15.8,257.3,-146.107777398196
2,1769642458,-15.1,-15.7,259.9,-146.104978002841
2,1769642463,-15.2,-15.8,263.2,-146.102139363647
2,1769642468,-15,-15.6,266.8,-146.099246124388
2,1769642473,-15.4,-15.6,269.2,-146.096446728916
2,1769642478,-15.4,-15.7,272.5,-146.093607521034
2,1769642483,-15.2,-15.7,276,-146.090714850463
2,1769642488,-15.2,-15.9,278.8,-146.087915454991
2,1769642493,-15.5,-15.6,282.2,-146.085076247109
2,1769642498,-15.2,-15.6,285.2,-146.082183007733
2,1769642503,-15.4,-15.8,288,-146.079384181066
2,1769642508,-15.3,-15.7,290.5,-146.07654383569
2,1769642513,-15.4,-15.6,293.4,-146.073650596431
2,1769642518,-15.4,-15.8,296.1,-146.070852907258
2,1769642523,-15.5,-15.9,298.3,-146.068012561765
2,1769642528,-14.9,-15.6,301.3,-146.065119322506
2,1769642533,-13.9,-16.4,307.1,-146.062321064644
2,1769642537,-15.2,-8.7,308.9,-146.154648520052
2,1769642543,-14.5,-4.1,307.6,-146.258688232861
2,1769642548,-15.7,-3.3,308.7,-146.242663466372
2,1769642553,-15.2,-1.4,308.5,-146.226680573076
2,1769642558,-15.6,-2.6,308,-146.210626817308
2,1769642563,-15.9,-3,310.5,-146.194515081123
2,1769642568,-15.3,-3.2,313.2,-146.177791345865
2,1769642573,-16.1,-3.3,314.9,-146.161802010611
2,1769642578,-16.1,-2.9,315.6,-146.145745033398
2,1769642583,-15.5,-2.9,316.3,-146.129723487422
2,1769642587,-11.7,-2.9,316.5,-144.15086555481
2,1769642593,-6,-2.3,316.8,-139.465828180313
2,1769642598,-3.6,-2.7,316.9,-134.732376337051
2,1769642602,-2.9,-2.4,317.4,-130.271721839905
2,1769642607,-2.3,-2.2,317.8,-125.57364988327
2,1769642612,-1.9,-2.2,317.7,-120.873715639114
2,1769642618,-2.5,-1.8,318.1,-116.159816026688
2,1769642623,-2.4,-2,317.9,-111.460813045502
2,1769642627,-1.8,-1.8,317,-106.997365236282
2,1769642632,-2.4,-1.9,317.3,-102.310465812683
2,1769642637,-2.6,-2,317.5,-97.5984282493591
2,1769642643,-2.4,-2.1,317.1,-92.8994250297546
2,1769642648,-2.5,-1.9,317.2,-88.2143878936768
2,1769642653,-2.9,-1.7,317.2,-83.4958326816559
2,1769642657,-3,-1.1,317.8,-79.0342471599579
2,1769642662,-3.1,-1.8,317.8,-74.335244178772
2,1769642667,-3.1,-1.5,319.1,-69.6511378288269
2,1769642673,-2.9,-1.1,320.6,-64.9391000270844
2,1769642677,-2.5,-1.4,321.6,-60.4458589553833
2,1769642682,-1.9,-0.9,323.2,-55.7729251384735
2,1769642687,-1.4,-0.9,324.4,-51.0897500514984
2,1769642692,-0.9,-1.4,325,-46.3749191761017
2,1769642698,-0.4,-1.4,326,-41.6759159564972
2,1769642703,-0.6,-1.2,327.2,-36.9918098449707
2,1769642707,-0.6,-1.5,327.8,-32.5134654045105
2,1769642712,-0.5,-1.4,328,-27.8274970054626
2,1769642717,-0.7,-1.3,327.6,-23.1275627613068
2,1769642722,-1,-1.4,326.6,-18.4434566497803
2,1769642728,-1.1,-1.3,324.9,-13.7314188480377
2,1769642732,-1.6,-1.4,322,-9.23724675178528
2,1769642737,-2.2,-1.4,318.4,-4.56524395942688
2,1769642753,-1,-0.8,309.2,0.637469276785851
2,1769642773,18.8,-0.7,294.8,18.8413603305817
2,1769642778,15.2,-0.9,286.1,23.499030828476
2,1769642782,12.1,-0.3,279.1,27.9074122905731
2,1769642788,17.3,-0.6,271.7,32.5467524528503
2,1769642793,15.6,-0.8,261.9,37.172345161438
2,1769642798,14.3,-0.9,249.6,41.8290991783142
2,1769642802,15,-1.2,239.4,46.2374806404114
2,1769642808,15.7,-0.8,227.8,50.8768210411072
2,1769642813,16.1,-0.7,216.7,55.5014972686768
2,1769642818,13.7,-0.7,205.6,60.1591675281525
2,1769642822,14.5,-0.5,194.9,64.5675489902496
2,1769642828,14.9,-0.9,184.5,69.2068893909454
2,1769642833,12.8,-0.8,175.3,73.8324820995331
2,1769642838,13.1,-1,167.2,78.4892361164093
2,1769642842,14.2,-0.9,159.3,82.8976173400879
2,1769642848,15.2,-1.1,151.2,87.5369577407837
2,1769642853,12.9,-1.1,141.8,92.1625504493713
2,1769642858,14.4,-1.2,131.7,96.8220539093018
2,1769642862,15.6,-0.7,123.7,101.227685928345
2,1769642868,15.7,-0.9,114.2,105.867026329041
2,1769642873,13.9,-0.9,105.6,110.492619037628
2,1769642878,14.9,-0.8,97.7,115.149372816086
2,1769642882,17,-1.2,89,119.557754278183
2,1769642888,14.9,-0.8,82.7,124.197094678879
2,1769642893,15.4,-0.5,75.1,128.822687387466
2,1769642898,15.9,-1,66.6,133.479441404343
2,1769642902,15.8,-0.4,58.4,137.887822628021
2,1769642908,15.6,-0.4,51.1,142.526246547699
2,1769642919,15.7,-0.7,36.2,146.544526126236
2,1769642924,15.8,-0.6,30.7,146.591486042365
2,1769642929,16,-0.5,25.7,146.638493167236
2,1769642934,15.6,-0.5,21.3,146.685698552057
2,1769642939,15.9,-0.8,17,146.732818966731
2,1769642943,16.1,-0.7,13.4,146.779816647992
2,1769642948,16,-0.7,10.2,146.827012592927
2,1769642953,15.8,-0.6,7.3,146.874161332846
2,1769642959,15.9,-0.7,4.5,146.923689223826
2,1769642964,15.7,-0.5,2.3,146.97070578672
2,1769642969,15.9,-0.6,0.2,147.017911173403
2,1769642974,15.9,-0.5,358.9,147.064861649647
2,1769642979,16,-0.8,357.3,147.111868770793
2,1769642984,15.7,-0.5,356.4,147.159083599225
2,1769642989,16.1,-0.8,355.4,147.206194574013
2,1769642994,15.6,-0.6,355.2,147.253041196615
2,1769642999,15.8,-0.5,355.2,147.300246583298
2,1769643004,15.9,-0.7,355.4,147.347366997972
2,1769643009,15.6,-0.5,356.2,147.394364681095
2,1769643014,15.5,-0.7,357,147.441570065916
2,1769643019,15.9,-0.7,358.1,147.488822655752
2,1769643024,15.7,-0.7,359.1,147.535839220509
2,1769643029,15.6,-0.5,0.1,147.58304460533
2,1769643034,15.7,-0.7,0.8,147.630155580118
2,1769643039,15.6,-0.4,1.1,147.677162704989
2,1769643043,21.8,-0.7,0.6,150.158689975739
2,1769643048,28.4,-0.7,0.4,154.899568080902
2,1769643053,24.2,-0.6,359.6,159.626397371292
2,1769643058,23.5,0,359.7,164.382260322571
2,1769643063,25.6,-0.1,359,168.90491938591
2,1769643068,22.8,-0.3,358.1,173.645797252655
2,1769643073,24,-0.4,356.8,178.371690273285
2,1769643078,24.3,-0.7,355.8,183.127553224564
2,1769643083,23,-0.5,354.6,187.650212049484
2,1769643088,23.6,-0.2,353.7,192.392026662827
2,1769643093,22.9,-0.8,352.3,197.117919445038
2,1769643098,23.4,-0.6,351,201.87752866745
2,1769643103,23.2,-0.3,350,206.381456375122
2,1769643108,23.1,-0.7,348.4,211.123270750046
2,1769643113,23.6,-0.4,347.3,215.849163770676
2,1769643118,25.8,-0.8,346.5,220.608772993088
2,1769643123,23.1,-0.5,345.4,225.111763954163
2,1769643128,22.8,-1,344.3,229.854515075684
2,1769643133,27.8,-0.7,344.1,234.580408096313
2,1769643138,23.3,-1,341.9,239.340017080307
2,1769643143,22.1,-1,340.9,243.843008041382
2,1769643148,22.1,-0.8,340.3,248.585759401321
2,1769643153,22.6,-0.1,340.5,253.312588691711
2,1769643158,24.4,-0.8,340,258.072197914124
2,1769643163,21.9,-0.5,339.6,262.575189113617
2,1769643168,21.9,-0.6,340,267.317003488541
2,1769643173,21.3,-0.9,340,272.043833017349
2,1769643178,21.6,-0.4,340.5,276.802505731583
2,1769643183,21.7,-0.7,340.1,281.305496692657
2,1769643188,21.1,-0.7,339.6,286.048247814178
2,1769643193,21.3,-0.7,338.6,290.775077342987
2,1769643198,21.2,-0.9,337.8,295.534686565399
2,1769643203,22.5,-1.1,337.4,300.037677764893
2,1769643208,21.2,-0.9,336.6,304.779492139816
2,1769643213,21.1,-0.6,336.5,309.506321430206
2,1769643218,21.1,-0.7,336.5,314.26499414444
2,1769643223,22.1,-1,336.7,318.768921852112
2,1769643228,20.5,-1,336.4,323.510736465454
2,1769643233,22.3,-1.1,336.4,328.237565755844
2,1769643238,20.9,-0.6,336.5,332.996238470078
2,1769643243,19.6,-1.9,339.3,337.499229431152
2,1769643248,19.8,-0.6,337.7,342.241980552673
2,1769643253,21.2,-1.5,336.7,346.968810081482
2,1769643258,20.3,-1.4,336.3,351.727482795715
2,1769643263,19.9,-1.4,338.4,356.231410503387
2,1769643268,20.3,-1.5,340.9,360.973224878311
2,1769643273,20.4,-1.6,342.5,365.70005440712
2,1769643278,19.3,-1.4,343.2,370.459663391113
2,1769643283,19.8,-1.5,344.3,374.961718082428
2,1769643288,19.4,-3.7,345,379.704469203949
2,1769643305,20.1,-14.4,337,384.3443876151
2,1769643310,20.4,-14.5,335.5,384.386847365648
2,1769643315,20.1,-14.4,334,384.429538061842
2,1769643320,20.1,-14.2,332.7,384.47305845283
2,1769643325,20.4,-14.1,331.5,384.515287255868
2,1769643330,20,-14.4,329.5,384.557918079197
2,1769643335,20.2,-14.4,327.9,384.601395700127
2,1769643340,20.3,-14.5,325.9,384.643590290099
2,1769643345,20.1,-14.3,323.6,384.686229666695
2,1769643350,20.1,-14.3,321.5,384.729732949287
2,1769643355,20.2,-14.4,320.2,384.77189332433
2,1769643360,19.8,-14.1,318.6,384.814549807459
2,1769643365,19.9,-14.1,317.3,384.858070196584
2,1769643370,19.9,-14.1,315.8,384.900204915553
2,1769643375,19.7,-14.1,313.3,384.942869950086
2,1769643380,20.1,-14.5,311.8,384.986390339211
2,1769643385,19.8,-14.3,309,385.028627699241
2,1769643390,19.8,-14.3,306.5,385.071267072111
2,1769643395,20,-14.4,304.3,385.114719035104
2,1769643399,20.1,-8,303.2,385.082504216582
2,1769643405,17,-3.5,303.4,385.029415432364
2,1769643410,15.7,-2.7,303.8,385.0423336979
2,1769643415,15.6,-2.2,304,385.055306383409
2,1769643420,14.8,-2.1,304.4,385.068170228042
2,1769643425,15.4,-2.1,304.3,385.08112736512
2,1769643430,15.3,-2.1,304.5,385.094058587216
2,1769643435,14.9,-1.9,304.5,385.106961304322
2,1769643440,15.4,-2.1,305.3,385.1199184414
2,1769643445,15.1,-1.9,305.2,385.132849663496
2,1769643450,15.4,-2.1,304.8,385.145749788731
2,1769643455,15.3,-2.1,303.9,385.158668054268
2,1769643460,15.5,-2.4,303.8,385.171842871234
2,1769643465,15.4,-2.5,302.1,385.184623789974
2,1769643470,17.9,-2.1,302.8,385.33671288
2,1769643475,19.1,-1.8,300.6,385.33671288
2,1769643480,19.6,-2.1,299.5,385.33671288
2,1769643485,19.7,-1.9,299.5,385.33671288
2,1769643490,19.5,-2,298.3,385.33671288
2,1769643495,19.6,-2,299.6,385.33671288
2,1769643500,19.7,-2,299.6,385.33671288
2,1769643505,19.4,-2.2,299.6,385.33671288
2,1769643510,19.2,-2.5,299.4,385.33671288
2,1769643515,19.8,-2.4,300,385.33671288
2,1769643520,19.7,-2.5,299.8,385.33671288
2,1769643525,18.5,-2,300.7,385.33671288
2,1769643530,19.4,-1.7,301.1,385.33671288
2,1769643535,18.7,-1.9,303.3,385.33671288
2,1769643540,17.5,-2,305.7,385.33671288
2,1769643545,3.2,-1.3,312.1,385.33671288
2,1769643550,1.9,-1.2,307.6,385.33671288
2,1769643555,1.5,13,304.8,385.33671288
3,1769646205,-66.1,4.3,154.3,468.921051025391
3,1769646210,-71,-0.4,162.6,432.087110519409
3,1769646215,-67.9,-1.4,166.1,397.09924697876
3,1769646220,-66.7,4.1,161.7,360.148557662964
3,1769646225,-65.5,2,173.5,323.3219165802
3,1769646230,-66.3,-4.7,188,286.612020492554
3,1769646235,-73.4,-3.4,186.5,249.639442443848
3,1769646240,-74.7,-4.7,181.5,214.556720733643
3,1769646245,-70.3,-6.6,180.7,177.73007774353
3,1769646250,-71,-1.7,179.3,141.020183563232
3,1769646255,-73.3,-4.3,176.3,104.084089279175
3,1769646261,-73.5,-5.6,174.8,89.4960531555116
3,1769646266,-58.7,-2.1,169,89.4284263923764
3,1769646271,-31.3,-2.5,170.8,72.2655563354492
3,1769646276,-16.6,-3.4,171.5,19.1579055786133
3,1769646281,-14.8,-3.6,173.7,-34.2759437561035
3,1769646286,-15.1,-3.9,174.3,-87.5414352416992
3,1769646291,-14.3,-3.8,176.3,-138.186790466309
3,1769646303,-14.1,-14.7,183.8,-146.007001063379
3,1769646308,-14.4,-15,187.2,-146.007867345703
3,1769646313,-14.9,-15.2,190.5,-146.008728601562
3,1769646334,-14.6,-16.1,204.6,-146.012479545141
3,1769646339,-14.5,-16.4,208.6,-146.013343400904
3,1769646344,-14.3,-16.6,213.2,-146.01420569676
3,1769646349,-14.3,-16.9,216.6,-146.015065912681
3,1769646354,-14.3,-17,221.2,-146.015929768444
3,1769646359,-14.4,-17,225.7,-146.016797264048
3,1769646364,-14.1,-16.6,229.6,-146.017699424818
3,1769646369,-14.5,-16.9,234.1,-146.018559640739
3,1769646374,-14.5,-16.1,237,-146.019423669844
3,1769646379,-14.3,-16.5,240.8,-146.020285619015
3,1769646384,-14.6,-16.3,244.2,-146.021145834937
3,1769646389,-14.2,-16.8,248.6,-146.0220096907
3,1769646394,-14.4,-16.5,252.4,-146.022871639871
3,1769646399,-14.4,-16.6,255.7,-146.023732202477
3,1769646404,-14.2,-16.5,259.5,-146.02459605824
3,1769646409,-14.3,-16.5,263.7,-146.025473606773
3,1769646414,-14.4,-16.6,267,-146.026326716295
3,1769646419,-14.4,-16.3,271.2,-146.027192132024
3,1769646424,-14.6,-16.3,274,-146.028073667025
3,1769646429,-14.2,-16.4,278.3,-146.028926603263
3,1769646434,-14.5,-16.5,282.1,-146.029792192276
3,1769646439,-14.5,-16.1,285.5,-146.030673727277
3,1769646444,-14.4,-16.4,289.5,-146.031526490173
3,1769646449,-14.5,-16,292.4,-146.032392079243
3,1769646454,-14.8,-16.2,295.5,-146.033273960871
3,1769646459,-14.8,-16.4,299.2,-146.034126203856
3,1769646464,-14.5,-16.3,301.5,-146.034992312838
3,1769646469,-14.7,-16.9,305.1,-146.035873847839
3,1769646474,-14.4,-16.8,308.9,-146.036726264108
3,1769646478,-14.2,-8.3,311.3,-146.067643348128
3,1769646484,-15.8,-3.2,311.6,-146.1023779721
3,1769646489,-13.6,-5.4,311,-146.098067671992
3,1769646494,-15.8,-0.7,312.3,-146.09376690397
3,1769646499,-15.1,-1.4,308.6,-146.089447071543
3,1769646504,-15.7,-2.3,309.3,-146.085125505924
3,1769646509,-15.9,-1.7,309,-146.080820404924
3,1769646514,-15.5,-0.7,309.2,-146.07629952929
3,1769646519,-15.2,-1.1,307.8,-146.071979696862
3,1769646524,-15.5,-3,308.1,-146.067669396754
3,1769646529,-15.4,-3.9,308.6,-146.063369495096
3,1769646534,-14.3,-4.1,312.2,-146.059049662668
3,1769646539,-15.4,-3.7,312.4,-146.05473936256
3,1769646544,-14.9,-5.3,312.8,-146.050438594539
3,1769646549,-15.3,-5.4,314.4,-145.742189152166
3,1769646554,-15,-4.2,314.8,-145.768155144528
3,1769646559,-15.4,-4.9,316,-145.79405869171
3,1769646564,-15.1,-3.8,316.1,-145.820076718926
3,1769646569,-16,-3.5,317.5,-145.846042711288
3,1769646574,-14.8,-4.3,318.2,-145.871951462701
3,1769646579,-14.6,-3.3,319.1,-145.897974694148
3,1769646584,-15,-3.1,319.6,-145.923883445561
3,1769646590,-14.3,-4.5,320.8,-145.951171154156
3,1769646595,-15.1,-2.8,319.8,-145.97707990557
3,1769646600,-14.9,-3.7,320,-146.003181189299
3,1769646605,-14.8,-4.2,320.2,-146.029141979292
3,1769646610,-15,-3.9,320.1,-146.055055934936
3,1769646615,-14.4,-3.5,320.6,-145.989885841962
3,1769646620,-14.9,-3.6,321.3,-145.99332662602
3,1769646625,-14.9,-3.6,322,-145.996781922644
3,1769646630,-14.9,-3.9,323,-146.000230999431
3,1769646635,-14.7,-4.1,323.5,-146.003671092447
3,1769646640,-14.8,-3.7,324.5,-146.007126388839
3,1769646645,-14.8,-3.6,325.7,-146.010625221999
3,1769646650,-14.8,-3.9,326.8,-146.014047347708
3,1769646655,-14.7,-3.8,327.7,-146.017503335141
3,1769646660,-14.6,-3.9,328.9,-146.02095724945
3,1769646665,-14.8,-3.9,330.1,-146.024392505176
3,1769646670,-14.6,-3.7,331.2,-146.027847801568
3,1769646675,-14.5,-3.9,332.5,-146.031362529146
3,1769646680,-14.6,-4,334.1,-146.034779817332
3,1769646685,-14.7,-3.9,335.5,-146.038235113723
3,1769646690,-14.8,-3.9,336.6,-146.041694556596
3,1769646695,-14.8,-3.6,337.8,-146.045126356883
3,1769646700,-14.8,-3.8,338.8,-146.048582344316
3,1769646705,-15,-3.8,340,-146.052098453976
3,1769646710,-14.6,-4.1,341.4,-146.055521961767
3,1769646715,-14.8,-3.9,342.9,-146.058977258159
3,1769646720,-14.8,-3.7,343.7,-146.062431172468
3,1769646725,-14.8,-3.9,345.1,-146.065866428195
3,1769646730,-14.8,-3.9,345.3,-146.069321724586
3,1769646735,-14.9,-3.9,345.3,-146.072777020978
3,1769646739,-14.7,2.9,343.9,-146.062371663749
3,1769646745,-15,8.8,339.5,-146.053994603921
3,1769646750,-14.5,9.5,335.6,-146.061422474682
3,1769646755,-14.1,9.8,331.6,-146.068834004458
3,1769646760,-14.1,10.1,327.4,-146.076230678707
3,1769646765,-14.2,10.2,323.4,-146.083658549469
3,1769646770,-14.1,10.2,320,-146.091073050629
3,1769646775,-14.5,10.1,316.4,-146.098468238954
3,1769646780,-14.1,10.1,312.7,-146.105896109715
3,1769646785,-14.2,10,309.2,-146.113322495483
3,1769646790,-13.9,10.2,304.6,-146.120728082955
3,1769646794,-13.8,4.4,302.5,-146.135618845001
3,1769646800,-14,-0.7,301.6,-146.148161835037
3,1769646805,-14.1,-2.1,301.1,-146.142147768289
3,1769646810,-14.6,-2.3,300.5,-146.136143347714
3,1769646815,-14.3,-2.5,301.2,-146.13011481287
3,1769646820,-14.6,-2.8,300.9,-146.124095923733
3,1769646825,-14.3,-2.7,301.3,-146.118095120415
