time,time_utc,latitude,longitude,depth,conductivity,temperature,pressure,salinity,density,potential_temperature,potential_density
1769744387,2026-01-30 03:39:47.831000064,21.215800319680998,-158.3299002980288,526.4173698554617,3.455590009689331,6.723299980163574,530.369987487793,34.21343000173582,1029.1309925382636,6.674192649732975,1026.850231711557
1769744389,2026-01-30 03:39:49.831000064,21.215804861642408,-158.32990092412052,526.7643163353567,3.4554901123046875,6.72189998626709,530.7199859619141,34.21355221565328,1029.1328795382867,6.6727644933283665,1026.85052445254
1769744391,2026-01-30 03:39:51.831000064,21.215810072826805,-158.32990156546035,527.1013548773233,3.4554600715637207,6.7210001945495605,531.0599899291992,34.21395174539753,1029.1348638102709,6.671835263862994,1026.8509690150759
1769744393,2026-01-30 03:39:53.831000064,21.21581620250554,-158.32990222772784,527.408670883308,3.4552500247955322,6.719399929046631,531.3700103759766,34.213078924343776,1029.1358243787631,6.670212334259353,1026.8505025379282
1769744395,2026-01-30 03:39:55.831000064,21.215822086784083,-158.32990286495658,527.7060413214457,3.454890012741089,6.714600086212158,531.6699981689453,34.21373730913931,1029.1383997427386,6.66540237709965,1026.8516688199652
1769744397,2026-01-30 03:39:57.831000064,21.215827628677967,-158.32990346725097,528.0232637386562,3.4546799659729004,6.71120023727417,531.9900131225586,34.214647225900514,1029.1410566124898,6.66198466317633,1026.8528476676195
1769744399,2026-01-30 03:39:59.831000064,21.215833214950166,-158.3299040458021,528.3603002169125,3.4546000957489014,6.709700107574463,532.3300170898438,34.2150942933971,1029.1431657332948,6.660457501700662,1026.853409428762
1769744401,2026-01-30 03:40:01.831000064,21.215838875502623,-158.32990458461188,528.7270579151045,3.4545700550079346,6.7093000411987305,532.7000045776367,34.214982984292455,1029.1448151493926,6.660023564823301,1026.8533854476095
1769744403,2026-01-30 03:40:03.831000064,21.215844199157665,-158.32990505954754,529.0839077349672,3.4545300006866455,6.708499908447266,533.0599975585938,34.215163635152386,1029.1467050559295,6.659191889666438,1026.8536446035969
1769744405,2026-01-30 03:40:05.831000064,21.21584895649996,-158.32990542711295,529.4506641799378,3.454479932785034,6.708199977874756,533.4299850463867,34.21473220256527,1029.1480906250001,6.65885795700993,1026.853354848403
1769744407,2026-01-30 03:40:07.831000064,21.21585401782557,-158.32990572794438,529.7976055552097,3.4544200897216797,6.707499980926514,533.7799835205078,34.21460015415147,1029.1496771516884,6.658127242519011,1026.8533537941157
1769744409,2026-01-30 03:40:09.831000064,21.215859592327103,-158.3299059161174,530.1247319535494,3.4543299674987793,6.705699920654297,534.109992980957,34.21523706811575,1029.1519326017217,6.6563021825882345,1026.8541047827355
1769744411,2026-01-30 03:40:11.831000064,21.2158651617677,-158.32990602580026,530.4518578347219,3.4543399810791016,6.7052998542785645,534.4400024414062,34.21558627341446,1029.1537591833512,6.655871707247279,1026.8544428095206
1769744413,2026-01-30 03:40:13.831000064,21.21587072262789,-158.3299060024094,530.7492239084801,3.454319953918457,6.7052998542785645,534.739990234375,34.21522144045235,1029.1548352995126,6.655843171827913,1026.8541636959878
1769744415,2026-01-30 03:40:15.831000064,21.2158764484548,-158.32990587830335,531.0763487968866,3.4543299674987793,6.704999923706055,535.0699996948242,34.21547115981193,1029.1565697714477,6.655512511045386,1026.8544099566927
