timestamp,lat,lon
2026-01-28T23:57:24Z,21.204228333333337,-158.14806833333333
2026-01-28T23:57:28Z,21.204214999999998,-158.14805333333334
2026-01-28T23:57:32Z,21.204209999999996,-158.148045
2026-01-28T23:57:40Z,21.2042,-158.14803333333333
2026-01-28T23:57:44Z,21.204188333333338,-158.14802333333333
2026-01-28T23:57:48Z,21.204176666666665,-158.14801499999996
2026-01-28T23:57:52Z,21.204161666666664,-158.1480083333333
2026-01-28T23:58:00Z,21.20415333333333,-158.14800499999998
2026-01-28T23:58:04Z,21.20414166666666,-158.14799666666664
2026-01-28T23:58:08Z,21.204129999999996,-158.1479883333333
2026-01-28T23:58:12Z,21.204118333333334,-158.14798499999998
2026-01-28T23:58:20Z,21.204121666666666,-158.14795166666664
2026-01-28T23:58:24Z,21.204099999999993,-158.14793666666665
2026-01-28T23:58:28Z,21.204088333333335,-158.14793833333331
2026-01-28T23:58:32Z,21.204083333333333,-158.1479533333333
2026-01-28T23:58:36Z,21.204078333333328,-158.1479683333333
2026-01-28T23:58:44Z,21.204073333333326,-158.14798333333331
2026-01-28T23:58:48Z,21.204068333333332,-158.1479983333333
2026-01-28T23:58:52Z,21.20406333333333,-158.14801333333332
2026-01-28T23:58:56Z,21.204058333333332,-158.14802999999998
2026-01-29T00:05:02Z,21.203205000000004,-158.1477633333333
2026-01-29T00:05:06Z,21.203191666666672,-158.1477516666666
2026-01-29T00:05:10Z,21.20318333333334,-158.14774333333332
2026-01-29T00:05:18Z,21.20317166666667,-158.14773666666667
2026-01-29T00:05:22Z,21.203159999999993,-158.14772833333333
2026-01-29T00:05:26Z,21.20315333333333,-158.14772333333335
2026-01-29T00:05:34Z,21.203143333333326,-158.14771499999998
2026-01-29T00:05:38Z,21.203133333333327,-158.14770499999997
2026-01-29T00:05:42Z,21.203125,-158.1476983333333
2026-01-29T00:05:46Z,21.203118333333336,-158.1476833333333
2026-01-29T00:05:54Z,21.20310666666666,-158.147675
2026-01-29T00:05:58Z,21.203104999999997,-158.1476683333333
2026-01-29T00:06:02Z,21.20309333333333,-158.1476583333333
2026-01-29T00:06:06Z,21.203085,-158.14765166666663
2026-01-29T00:14:00Z,21.20220166666667,-158.14668666666665
2026-01-29T00:14:09Z,21.202195000000007,-158.14667333333333
2026-01-29T00:14:13Z,21.202183333333338,-158.146665
2026-01-29T00:14:17Z,21.202175000000004,-158.14665166666666
2026-01-29T00:14:21Z,21.202163333333328,-158.1466366666667
2026-01-29T00:14:29Z,21.202158333333333,-158.14662666666666
2026-01-29T00:14:33Z,21.202159999999996,-158.14661333333333
2026-01-29T00:14:37Z,21.202164999999997,-158.14657500000004
2026-01-29T00:14:45Z,21.202144999999994,-158.1465816666667
2026-01-29T00:14:49Z,21.202125000000002,-158.14657666666668
2026-01-29T00:14:53Z,21.202111666666664,-158.1465716666667
2026-01-29T00:14:57Z,21.202098333333332,-158.1465616666667
2026-01-29T00:15:05Z,21.202069999999996,-158.1465366666667
2026-01-29T00:15:09Z,21.20204333333333,-158.14651333333333
2026-01-29T00:15:13Z,21.20202,-158.14649833333334
2026-01-29T00:15:17Z,21.201996666666666,-158.14648166666666
2026-01-29T00:15:21Z,21.20197,-158.14646333333334
2026-01-29T00:15:29Z,21.201945000000002,-158.14644333333334
2026-01-29T00:15:33Z,21.201918333333342,-158.146425
2026-01-29T00:15:37Z,21.201893333333334,-158.1464066666667
2026-01-29T00:26:31Z,21.201255000000007,-158.14682
2026-01-29T00:26:35Z,21.201248333333336,-158.1468133333333
2026-01-29T00:26:43Z,21.201235000000004,-158.14679666666663
2026-01-29T00:26:47Z,21.20122666666667,-158.14678833333332
2026-01-29T00:26:51Z,21.201221666666676,-158.14677833333332
2026-01-29T00:26:55Z,21.201208333333337,-158.14676499999996
2026-01-29T00:27:03Z,21.201205000000005,-158.1467583333333
2026-01-29T00:27:07Z,21.20119833333334,-158.14675166666663
2026-01-29T00:27:11Z,21.20118500000001,-158.14674333333332
2026-01-29T00:27:15Z,21.20118,-158.14673666666667
2026-01-29T00:27:23Z,21.20116833333334,-158.14673
2026-01-29T00:27:27Z,21.201155000000004,-158.14671666666666
2026-01-29T00:27:31Z,21.201151666666668,-158.14670999999998
2026-01-29T00:27:35Z,21.201139999999995,-158.14670333333333
2026-01-29T00:35:38Z,21.200300000000002,-158.1457716666667
2026-01-29T00:35:46Z,21.200291666666672,-158.1457566666667
2026-01-29T00:35:50Z,21.200275,-158.14573833333336
2026-01-29T00:35:58Z,21.200275,-158.14573833333336
2026-01-29T00:36:02Z,21.200265000000005,-158.1457233333334
2026-01-29T00:36:06Z,21.20025500000001,-158.14571333333336
2026-01-29T00:36:14Z,21.200243333333333,-158.1457066666667
2026-01-29T00:36:18Z,21.200220000000005,-158.14565166666668
2026-01-29T00:36:22Z,21.200233333333337,-158.145665
2026-01-29T00:36:26Z,21.200213333333334,-158.14567000000002
2026-01-29T00:36:34Z,21.200203333333334,-158.1456666666667
2026-01-29T00:36:38Z,21.20018166666667,-158.14565333333337
2026-01-29T00:36:42Z,21.200158333333334,-158.14564000000004
2026-01-29T00:36:46Z,21.200136666666662,-158.14562500000002
2026-01-29T00:36:50Z,21.200116666666666,-158.1456116666667
2026-01-29T00:36:58Z,21.20009333333333,-158.14559666666668
2026-01-29T00:37:02Z,21.200071666666666,-158.14558333333335
2026-01-29T00:37:06Z,21.20005,-158.14556833333336
2026-01-29T00:56:35Z,21.19961166666667,-158.14722
2026-01-29T00:56:43Z,21.199603333333336,-158.14721
2026-01-29T00:56:47Z,21.199605000000005,-158.1472
