startTime,endTime,latitude,longitude
2026-02-02 07:26:34.137000192,2026-02-02 07:46:32.020000000,21.427371666078376,-158.33608500000258
2026-02-02 12:39:22.069999872,2026-02-02 12:57:59.000000000,21.411448332743117,-158.32391833333597
2026-02-02 18:32:54.069999872,2026-02-02 18:49:17.010999808,21.388523332740352,-158.3016783333361
2026-02-03 00:11:59.585999872,2026-02-03 00:27:35.874000128,21.369011666071327,-158.28537666666952
2026-02-03 05:31:39.092999936,2026-02-03 05:45:57.024000000,21.34628333273525,-158.26395666666957
2026-02-03 10:59:27.580000000,2026-02-03 11:30:27.030999808,21.327996666066376,-158.24429666666964
2026-02-03 13:30:47.359000064,2026-02-03 13:32:07.060000000,21.318086666065188,-158.2387263986717
2026-02-03 18:47:17.753999872,2026-02-03 19:10:43.032999936,21.296786666062623,-158.22111666666973
2026-02-04 00:27:07.621999872,2026-02-04 00:49:32.000000000,21.272304999393008,-158.20647000000312
2026-02-04 06:11:45.255000064,2026-02-04 06:28:51.016999936,21.245581666056456,-158.19569666666985
2026-02-04 11:29:39.973999872,2026-02-04 11:42:37.000999936,21.23678499938874,-158.17601333333656
2026-02-04 16:55:21.994999808,2026-02-04 17:28:10.007000064,21.20815833271862,-158.1813716666699
2026-02-04 21:32:07.132999936,2026-02-04 21:52:40.020000000,21.24596333272315,-158.21079000000316
2026-02-05 01:56:26.674000128,2026-02-05 02:11:05.023000064,21.269811666059347,-158.2334783333364
2026-02-05 06:10:51.443000064,2026-02-05 06:33:15.013999872,21.30178499939653,-158.25958666666958
2026-02-05 10:37:39.632000000,2026-02-05 10:54:53.015000064,21.33985499940114,-158.27889166666958
2026-02-05 15:00:06.223000064,2026-02-05 15:20:20.000000000,21.364854999404148,-158.30012000000278
2026-02-05 19:31:08.153000192,2026-02-05 19:48:35.996000000,21.38128333273947,-158.30657666666943
2026-02-05 23:46:59.292999936,2026-02-06 00:02:09.016000000,21.37098999940489,-158.2949600000028
2026-02-06 01:15:57.497999872,2026-02-06 01:17:05.107000064,21.37294075517508,-158.29300750905682
2026-02-06 05:31:23.224000000,2026-02-06 05:58:19.071000064,21.369850293463696,-158.2959750000028
2026-02-06 10:02:04.192000000,2026-02-06 10:59:59.036000000,21.383819999406448,-158.30653500000273
2026-02-06 15:07:35.239000064,2026-02-06 15:27:07.024000000,21.407563332742644,-158.3315516666693
2026-02-06 18:02:59.285000192,2026-02-06 18:24:38.013999872,21.419488332744088,-158.3410750000026
2026-02-06 21:02:33.984000000,2026-02-06 21:20:51.012999936,21.43704833274621,-158.35351500000252
2026-02-06 23:34:26.832000000,2026-02-07 00:04:05.017999872,21.45953166608228,-158.3743316666691
2026-02-07 03:23:21.840000000,2026-02-07 03:38:45.019000064,21.48308666608513,-158.39555166666906
2026-02-07 07:19:12.920000000,2026-02-07 07:33:25.020000000,21.49288499941965,-158.41538166666896
2026-02-07 11:09:46.365999872,2026-02-07 11:31:35.013999872,21.498276666086955,-158.41540333333566
