timestamp,lat,lon,depth_m
2026-01-28T17:58:58Z,21.287716666666665,-157.88438333333335,9.7
2026-01-28T17:59:08Z,21.28765,-157.88473333333334,9.7
2026-01-28T17:59:18Z,21.287233333333333,-157.88625,9.6
2026-01-28T17:59:46Z,21.287133333333333,-157.8866833333333,9.6
2026-01-28T18:00:06Z,21.28693333333333,-157.88746666666665,9.6
2026-01-28T18:00:26Z,21.286700000000003,-157.88833333333332,9.7
2026-01-28T18:00:46Z,21.28648333333333,-157.88916666666668,9.7
2026-01-28T18:00:54Z,21.286400000000004,-157.88950000000003,9.7
2026-01-28T18:01:14Z,21.286116666666665,-157.89063333333334,9.7
2026-01-28T18:01:34Z,21.285950000000003,-157.89128333333335,9.7
2026-01-28T18:01:54Z,21.285716666666666,-157.89213333333333,9.6
2026-01-28T18:02:14Z,21.285500000000003,-157.89301666666668,9.5
2026-01-28T18:02:22Z,21.285416666666666,-157.89339999999999,9.7
2026-01-28T18:02:42Z,21.284650000000003,-157.8964,9.6
2026-01-28T18:03:37Z,21.28458333333333,-157.8966166666667,9.7
2026-01-28T18:03:57Z,21.284366666666664,-157.8975166666667,9.7
2026-01-28T18:04:17Z,21.28413333333333,-157.8984,9.6
2026-01-28T18:04:23Z,21.284066666666664,-157.89866666666666,9.7
2026-01-28T18:04:43Z,21.283833333333337,-157.89956666666666,9.5
2026-01-28T18:05:03Z,21.2836,-157.90043333333332,9.7
2026-01-28T18:05:23Z,21.283383333333337,-157.90133333333333,9.6
2026-01-28T18:05:43Z,21.28285,-157.9033,9.7
2026-01-28T18:06:13Z,21.282533333333337,-157.90451666666667,9.7
2026-01-28T18:06:40Z,21.282216666666667,-157.9057,9.5
2026-01-28T18:07:07Z,21.282,-157.90655,9.6
2026-01-28T18:07:27Z,21.28166666666667,-157.90773333333334,9.7
2026-01-28T18:07:53Z,21.28138333333333,-157.9087,9.6
2026-01-28T18:08:15Z,21.2811,-157.90971666666667,9.5
2026-01-28T18:08:44Z,21.28076666666667,-157.91091666666668,9.6
2026-01-28T18:09:05Z,21.280516666666667,-157.91178333333335,9.6
2026-01-28T18:09:25Z,21.280316666666668,-157.91251666666668,9.6
2026-01-28T18:09:45Z,21.279049999999998,-157.9149833333333,9.6
2026-01-28T18:10:47Z,21.27845,-157.91575,9.6
2026-01-28T18:11:07Z,21.277983333333335,-157.91631666666666,9.6
2026-01-28T18:11:27Z,21.277350000000002,-157.91711666666666,9.7
2026-01-28T18:11:47Z,21.277283333333337,-157.91721666666666,9.7
2026-01-28T18:12:08Z,21.27673333333333,-157.9179,9.6
2026-01-28T18:12:28Z,21.276183333333332,-157.9186,9.6
2026-01-28T18:12:48Z,21.275650000000002,-157.9192833333333,9.6
2026-01-28T18:13:08Z,21.27513333333333,-157.92000000000002,9.7
2026-01-28T18:13:28Z,21.2747,-157.92076666666665,9.6
2026-01-28T18:13:48Z,21.274066666666666,-157.92185,9.7
2026-01-28T18:14:08Z,21.273799999999998,-157.9223,9.5
2026-01-28T18:14:28Z,21.273366666666668,-157.92305,9.6
2026-01-28T18:14:43Z,21.273016666666663,-157.92366666666666,9.6
2026-01-28T18:15:03Z,21.272600000000004,-157.92445,9.6
2026-01-28T18:15:23Z,21.272266666666663,-157.92526666666666,9.6
2026-01-28T18:15:43Z,21.27198333333333,-157.92608333333334,9.7
2026-01-28T18:16:03Z,21.271483333333336,-157.92785,9.6
2026-01-28T18:16:30Z,21.271166666666666,-157.929,9.6
2026-01-28T18:16:57Z,21.270950000000003,-157.92978333333335,9.6
2026-01-28T18:17:14Z,21.270766666666667,-157.93041666666667,9.6
2026-01-28T18:17:34Z,21.27025,-157.93228333333334,9.6
2026-01-28T18:18:13Z,21.269966666666665,-157.93328333333332,9.5
2026-01-28T18:18:33Z,21.26976666666667,-157.93396666666666,9.5
2026-01-28T18:18:52Z,21.2696,-157.93466666666666,9.5
2026-01-28T18:19:12Z,21.269266666666667,-157.93593333333334,9.5
2026-01-28T18:19:36Z,21.2692,-157.93616666666668,9.6
2026-01-28T18:20:01Z,21.26888333333333,-157.93736666666666,9.6
2026-01-28T18:20:21Z,21.268683333333335,-157.9381,9.6
2026-01-28T18:20:41Z,21.268433333333338,-157.93906666666666,9.7
2026-01-28T18:21:01Z,21.268216666666664,-157.93986666666666,9.7
2026-01-28T18:21:21Z,21.267983333333337,-157.94073333333333,9.6
2026-01-28T18:21:41Z,21.267766666666663,-157.94161666666665,9.6
2026-01-28T18:22:01Z,21.267249999999997,-157.94358333333332,9.6
2026-01-28T18:22:41Z,21.266883333333332,-157.94498333333334,9.6
2026-01-28T18:23:03Z,21.266833333333338,-157.9452,9.6
2026-01-28T18:23:28Z,21.26655,-157.94626666666667,9.7
2026-01-28T18:23:48Z,21.266333333333332,-157.94715,9.7
2026-01-28T18:24:08Z,21.266133333333332,-157.94801666666666,9.6
2026-01-28T18:24:28Z,21.26588333333333,-157.94889999999998,9.7
2026-01-28T18:24:48Z,21.265666666666668,-157.94976666666668,9.7
2026-01-28T18:25:08Z,21.26543333333333,-157.95065000000002,9.6
2026-01-28T18:25:28Z,21.265,-157.95263333333332,9.6
2026-01-28T18:26:08Z,21.26465,-157.9544,9.7
2026-01-28T18:26:37Z,21.264433333333333,-157.9554,9.6
2026-01-28T18:27:00Z,21.26426666666667,-157.9561666666667,9.6
2026-01-28T18:27:18Z,21.2641,-157.95694999999998,9.7
2026-01-28T18:27:38Z,21.263783333333336,-157.95843333333332,9.6
2026-01-28T18:28:08Z,21.263733333333334,-157.95861666666667,9.7
2026-01-28T18:28:24Z,21.263583333333333,-157.95931666666667,9.6
2026-01-28T18:28:44Z,21.26338333333333,-157.96018333333333,9.7
2026-01-28T18:29:04Z,21.263199999999998,-157.96108333333333,9.6
2026-01-28T18:29:24Z,21.263033333333336,-157.96196666666668,9.7
2026-01-28T18:29:44Z,21.262816666666662,-157.96285,9.6
2026-01-28T18:30:04Z,21.262433333333334,-157.9646833333333,9.6
2026-01-28T18:30:30Z,21.262383333333332,-157.96491666666668,9.6
2026-01-28T18:30:54Z,21.26215,-157.96596666666667,9.7
2026-01-28T18:31:14Z,21.261966666666662,-157.96686666666668,9.6
2026-01-28T18:31:34Z,21.26176666666667,-157.96775,9.6
2026-01-28T18:31:54Z,21.261583333333338,-157.96863333333334,9.6
2026-01-28T18:32:14Z,21.261383333333335,-157.96953333333335,9.6
2026-01-28T18:32:34Z,21.26118333333333,-157.97045,9.6
2026-01-28T18:32:54Z,21.26076666666667,-157.97246666666666,9.6
2026-01-28T18:33:34Z,21.26045,-157.9739,9.6
2026-01-28T18:33:54Z,21.260416666666668,-157.97401666666667,9.6
2026-01-28T18:34:14Z,21.2602,-157.97498333333334,9.5
2026-01-28T18:34:32Z,21.260033333333332,-157.97578333333334,9.6
2026-01-28T18:34:52Z,21.259866666666667,-157.97663333333333,9.5
2026-01-28T18:35:12Z,21.259666666666664,-157.97751666666667,9.6
2026-01-28T18:35:32Z,21.259466666666672,-157.97841666666667,9.4
2026-01-28T18:35:52Z,21.25928333333333,-157.97931666666668,9.6
2026-01-28T18:36:12Z,21.259083333333333,-157.9802,9.5
2026-01-28T18:36:32Z,21.258649999999996,-157.9822166666667,9.7
2026-01-28T18:37:12Z,21.258200000000002,-157.98411666666667,9.6
2026-01-28T18:37:45Z,21.25815,-157.98433333333332,9.6
2026-01-28T18:38:05Z,21.257949999999997,-157.98521666666664,9.5
2026-01-28T18:38:21Z,21.257783333333336,-157.98593333333335,9.4
2026-01-28T18:38:41Z,21.25756666666667,-157.98681666666667,9.5
2026-01-28T18:39:01Z,21.257366666666666,-157.98771666666667,9.5
2026-01-28T18:39:21Z,21.257150000000003,-157.98860000000002,9.6
2026-01-28T18:39:41Z,21.25695,-157.98950000000002,9.4
2026-01-28T18:40:01Z,21.256750000000004,-157.99038333333334,9.5
2026-01-28T18:40:21Z,21.25626666666667,-157.99238333333332,9.5
2026-01-28T18:41:01Z,21.255816666666668,-157.99426666666668,9.5
2026-01-28T18:41:33Z,21.255749999999995,-157.99455,9.7
2026-01-28T18:42:00Z,21.255583333333334,-157.99578333333332,9.6
2026-01-28T18:42:20Z,21.255466666666667,-157.9967,9.6
2026-01-28T18:42:40Z,21.255333333333336,-157.9976,9.6
2026-01-28T18:43:00Z,21.2552,-157.99853333333334,9.7
2026-01-28T18:43:20Z,21.25508333333333,-157.99946666666668,9.7
2026-01-28T18:43:40Z,21.254966666666665,-158.00038333333333,9.5
2026-01-28T18:44:00Z,21.254683333333332,-158.00246666666666,9.6
2026-01-28T18:44:40Z,21.254383333333333,-158.00456666666665,9.6
2026-01-28T18:45:16Z,21.25433333333334,-158.00484999999998,9.6
2026-01-28T18:45:30Z,21.254266666666663,-158.00543333333331,9.6
2026-01-28T18:45:50Z,21.254133333333336,-158.00638333333333,9.6
2026-01-28T18:46:11Z,21.253999999999998,-158.00726666666665,9.5
2026-01-28T18:46:31Z,21.253866666666667,-158.00818333333333,9.6
2026-01-28T18:46:51Z,21.253716666666666,-158.00910000000002,9.7
2026-01-28T18:47:11Z,21.253583333333335,-158.01000000000002,9.5
2026-01-28T18:47:31Z,21.25325,-158.01206666666667,9.6
2026-01-28T18:48:00Z,21.253133333333334,-158.01274999999998,9.5
2026-01-28T18:48:15Z,21.253083333333333,-158.01305,9.5
2026-01-28T18:48:22Z,21.25303333333333,-158.01338333333334,9.4
2026-01-28T18:48:30Z,21.252816666666664,-158.0147,9.6
2026-01-28T18:48:59Z,21.252783333333333,-158.01486666666668,9.6
2026-01-28T18:49:19Z,21.25261666666667,-158.01586666666665,9.6
2026-01-28T18:49:40Z,21.25246666666667,-158.01676666666665,9.5
2026-01-28T18:50:00Z,21.252333333333333,-158.01768333333334,9.5
2026-01-28T18:50:20Z,21.252166666666668,-158.01858333333334,9.6
2026-01-28T18:50:40Z,21.25201666666667,-158.0195,9.6
2026-01-28T18:51:00Z,21.251883333333332,-158.0204,9.4
2026-01-28T18:51:20Z,21.251549999999998,-158.02243333333334,9.6
2026-01-28T18:51:49Z,21.251233333333335,-158.02438333333333,9.6
2026-01-28T18:52:32Z,21.251083333333334,-158.02533333333335,9.5
2026-01-28T18:52:54Z,21.251050000000003,-158.0256,9.6
2026-01-28T18:53:19Z,21.25086666666667,-158.02671666666666,9.6
2026-01-28T18:53:39Z,21.25071666666667,-158.0276,9.5
2026-01-28T18:53:59Z,21.25058333333333,-158.0285333333333,9.6
2026-01-28T18:54:19Z,21.25043333333333,-158.02946666666668,9.5
2026-01-28T18:54:39Z,21.250283333333332,-158.03038333333333,9.7
2026-01-28T18:54:59Z,21.25016666666667,-158.03131666666667,9.5
2026-01-28T18:55:19Z,21.24985,-158.03338333333335,9.6
2026-01-28T18:55:59Z,21.24955,-158.03535,9.5
2026-01-28T18:56:32Z,21.249366666666667,-158.0366,9.6
2026-01-28T18:56:59Z,21.249316666666665,-158.03688333333332,9.5
2026-01-28T18:57:25Z,21.24915,-158.03806666666665,9.5
2026-01-28T18:57:45Z,21.249016666666662,-158.03898333333333,9.6
2026-01-28T18:58:05Z,21.248866666666665,-158.03990000000002,9.5
2026-01-28T18:58:26Z,21.248750000000005,-158.04080000000002,9.5
2026-01-28T18:58:46Z,21.248616666666667,-158.04171666666667,9.6
2026-01-28T18:59:06Z,21.248466666666666,-158.04261666666667,9.6
2026-01-28T18:59:26Z,21.248166666666666,-158.04466666666667,9.6
2026-01-28T18:59:55Z,21.248,-158.04585,9.5
2026-01-28T19:00:22Z,21.24796666666667,-158.0460833333333,9.5
2026-01-28T19:00:43Z,21.24781666666667,-158.04703333333333,9.6
2026-01-28T19:01:03Z,21.247700000000002,-158.04795000000001,9.5
2026-01-28T19:01:23Z,21.24755,-158.04886666666667,9.6
2026-01-28T19:01:43Z,21.247416666666663,-158.04976666666667,9.5
2026-01-28T19:02:03Z,21.247283333333332,-158.05068333333332,9.6
2026-01-28T19:02:23Z,21.24715,-158.05161666666666,9.5
2026-01-28T19:02:43Z,21.2468,-158.05366666666666,9.5
2026-01-28T19:03:23Z,21.246550000000003,-158.05519999999999,9.6
2026-01-28T19:03:45Z,21.246533333333332,-158.05538333333334,9.5
2026-01-28T19:04:08Z,21.24635,-158.0564,9.6
2026-01-28T19:04:28Z,21.246183333333338,-158.0573,9.4
2026-01-28T19:04:48Z,21.246016666666666,-158.05821666666668,9.5
2026-01-28T19:05:08Z,21.245866666666664,-158.05913333333334,9.5
2026-01-28T19:05:28Z,21.245716666666667,-158.06005,9.5
2026-01-28T19:05:48Z,21.24555,-158.06093333333334,9.5
2026-01-28T19:06:08Z,21.24523333333333,-158.06303333333332,9.5
2026-01-28T19:06:38Z,21.24515,-158.06358333333336,9.5
2026-01-28T19:06:49Z,21.2451,-158.06390000000002,9.6
2026-01-28T19:06:57Z,21.245033333333335,-158.06426666666667,9.6
2026-01-28T19:07:05Z,21.244983333333334,-158.06458333333333,9.5
2026-01-28T19:07:25Z,21.244833333333336,-158.06551666666667,9.6
2026-01-28T19:07:45Z,21.244566666666667,-158.06726666666665,9.6
2026-01-28T19:08:12Z,21.244516666666662,-158.06753333333333,9.5
2026-01-28T19:08:33Z,21.244366666666664,-158.06848333333335,9.6
2026-01-28T19:08:53Z,21.244250000000005,-158.06936666666667,9.5
2026-01-28T19:09:13Z,21.244100000000003,-158.07026666666667,9.5
2026-01-28T19:09:33Z,21.24395,-158.07115000000002,9.6
2026-01-28T19:09:53Z,21.243800000000004,-158.07205000000002,9.4
2026-01-28T19:10:13Z,21.243666666666666,-158.07291666666666,9.5
2026-01-28T19:10:32Z,21.243350000000003,-158.07486666666668,9.5
2026-01-28T19:11:12Z,21.243099999999995,-158.07636666666667,9.4
2026-01-28T19:11:35Z,21.243066666666664,-158.07659999999998,9.6
2026-01-28T19:11:57Z,21.242900000000002,-158.0775,9.5
2026-01-28T19:12:17Z,21.242766666666665,-158.0784,9.4
2026-01-28T19:12:37Z,21.242633333333334,-158.07928333333334,9.4
2026-01-28T19:12:57Z,21.242483333333332,-158.08016666666666,9.5
2026-01-28T19:13:17Z,21.24233333333333,-158.08104999999998,9.5
2026-01-28T19:13:37Z,21.242183333333333,-158.08193333333332,9.5
2026-01-28T19:13:58Z,21.24185,-158.08396666666667,9.5
2026-01-28T19:14:38Z,21.241666666666667,-158.085,9.5
2026-01-28T19:14:51Z,21.241499999999995,-158.08593333333334,9.6
2026-01-28T19:15:13Z,21.241350000000004,-158.08673333333334,9.5
2026-01-28T19:15:30Z,21.241300000000003,-158.08696666666668,9.4
2026-01-28T19:15:50Z,21.24113333333333,-158.08785,9.5
2026-01-28T19:16:07Z,21.24098333333333,-158.08856666666668,9.4
2026-01-28T19:16:27Z,21.24083333333333,-158.08946666666668,9.4
2026-01-28T19:16:47Z,21.240666666666666,-158.09036666666668,9.6
2026-01-28T19:17:07Z,21.240499999999997,-158.09125,9.6
2026-01-28T19:17:27Z,21.240349999999996,-158.09216666666669,9.4
2026-01-28T19:17:47Z,21.240183333333334,-158.0930666666667,9.5
2026-01-28T19:18:07Z,21.23983333333333,-158.0951,9.5
2026-01-28T19:18:47Z,21.239583333333332,-158.09638333333334,9.4
2026-01-28T19:19:07Z,21.23955,-158.09666666666666,9.5
2026-01-28T19:19:27Z,21.23936666666667,-158.09756666666667,9.4
2026-01-28T19:19:40Z,21.239250000000002,-158.0982,9.4
2026-01-28T19:20:00Z,21.2391,-158.09908333333334,9.6
2026-01-28T19:20:20Z,21.23895,-158.09998333333334,9.4
2026-01-28T19:20:40Z,21.238766666666667,-158.10088333333334,9.6
2026-01-28T19:21:00Z,21.238599999999998,-158.10178333333334,9.5
2026-01-28T19:21:20Z,21.238433333333333,-158.10268333333335,9.5
2026-01-28T19:21:40Z,21.23806666666667,-158.10469999999998,9.5
2026-01-28T19:22:21Z,21.23778333333333,-158.10636666666667,9.5
2026-01-28T19:22:47Z,21.237599999999997,-158.10748333333333,9.4
2026-01-28T19:23:12Z,21.237566666666666,-158.1077,9.6
2026-01-28T19:23:32Z,21.237416666666665,-158.10861666666668,9.4
2026-01-28T19:23:54Z,21.237233333333332,-158.10959999999997,9.5
2026-01-28T19:24:14Z,21.23708333333333,-158.11049999999997,9.4
2026-01-28T19:24:34Z,21.236933333333333,-158.11139999999997,9.5
2026-01-28T19:24:54Z,21.23678333333333,-158.11229999999998,9.6
2026-01-28T19:25:14Z,21.236449999999998,-158.1144,9.4
2026-01-28T19:25:45Z,21.236433333333334,-158.11463333333333,9.4
2026-01-28T19:26:09Z,21.236250000000002,-158.11569999999998,9.4
2026-01-28T19:26:29Z,21.236116666666664,-158.11659999999998,9.5
2026-01-28T19:26:50Z,21.235983333333333,-158.11749999999998,9.4
2026-01-28T19:27:10Z,21.235849999999996,-158.11839999999998,9.5
2026-01-28T19:27:30Z,21.23571666666667,-158.11928333333333,9.5
2026-01-28T19:27:50Z,21.235599999999998,-158.12019999999998,9.4
2026-01-28T19:28:10Z,21.2353,-158.12223333333336,9.4
2026-01-28T19:28:50Z,21.235083333333332,-158.12371666666667,9.5
2026-01-28T19:29:12Z,21.235066666666665,-158.12395,9.5
2026-01-28T19:29:32Z,21.234933333333334,-158.12483333333333,9.5
2026-01-28T19:29:46Z,21.23486666666667,-158.12541666666667,9.4
2026-01-28T19:30:06Z,21.234750000000002,-158.12631666666667,9.5
2026-01-28T19:30:26Z,21.2346,-158.12721666666667,9.5
2026-01-28T19:30:46Z,21.234500000000004,-158.12813333333332,9.5
2026-01-28T19:31:06Z,21.234366666666666,-158.12903333333333,9.4
2026-01-28T19:31:26Z,21.234233333333336,-158.1299666666667,9.5
2026-01-28T19:31:46Z,21.233966666666667,-158.13196666666667,9.6
2026-01-28T19:32:26Z,21.233833333333337,-158.13308333333333,9.4
