dive_index,start_time,end_time,duration_s,start_latitude,start_longitude,end_latitude,end_longitude,distance_m,max_depth_m,num_yos
209,2026-02-09T09:25:47.000000Z,2026-02-09T10:34:33.400000Z,4126.4,21.45094,-158.35075,21.44764,-158.34558,648.8,201.121,2
210,2026-02-09T10:35:20.099999Z,2026-02-09T11:42:40.900000Z,4040.8,21.447767,-158.34572,21.445538,-158.34337,347.25,202.018,2
211,2026-02-09T11:45:04.000000Z,2026-02-09T12:53:34.500000Z,4110.5,21.445875,-158.34369,21.445396,-158.3439,57.53,202.027,2
212,2026-02-09T12:56:34.000000Z,2026-02-09T14:05:22.099999Z,4128.1,21.445795,-158.34445,21.443514,-158.34364,267.13,201.221,2
213,2026-02-09T14:06:20.000000Z,2026-02-09T15:14:48.400000Z,4108.4,21.44363,-158.34384,21.43977,-158.34178,479.25,202.402,2
214,2026-02-09T15:20:22.000000Z,2026-02-09T16:28:35.700000Z,4093.7,21.440523,-158.34264,21.437544,-158.33527,831.62,201.853,2
215,2026-02-09T16:30:06.000000Z,2026-02-09T17:38:04.299999Z,4078.3,21.437666,-158.33543,21.434214,-158.32513,1133.08,201.267,2
216,2026-02-09T17:38:56.000000Z,2026-02-09T18:46:21.000000Z,4045.0,21.434347,-158.32516,21.429644,-158.31477,1195.83,202.027,2
217,2026-02-09T18:47:58.000000Z,2026-02-09T21:01:32.900000Z,8014.9,21.429794,-158.31474,21.425259,-158.29526,2078.46,202.073,4
218,2026-02-09T21:03:02.000000Z,2026-02-09T23:12:36.299999Z,7774.3,21.425472,-158.29533,21.422674,-158.28262,1351.92,201.304,4
219,2026-02-09T23:15:04.000000Z,2026-02-10T01:25:32.500000Z,7828.5,21.422995,-158.28297,21.418362,-158.28192,526.51,201.945,4
220,2026-02-10T01:29:48.000000Z,2026-02-10T03:40:34.900000Z,7846.9,21.419134,-158.2825,21.408434,-158.27261,1569.64,201.377,4
221,2026-02-10T03:42:05.000000Z,2026-02-10T05:55:21.700000Z,7996.7,21.408592,-158.2726,21.396976,-158.2547,2258.85,201.322,4
222,2026-02-10T05:56:29.099999Z,2026-02-10T08:09:58.700000Z,8009.6,21.396719,-158.25417,21.394026,-158.23486,2021.5,202.256,4
223,2026-02-10T08:14:51.000000Z,2026-02-10T10:28:41.799999Z,8030.8,21.39458,-158.23529,21.391552,-158.22209,1407.51,201.212,4
224,2026-02-10T10:30:03.000000Z,2026-02-10T12:43:31.900000Z,8008.9,21.391586,-158.22218,21.381466,-158.20721,1915.38,201.917,4
225,2026-02-10T12:44:33.000000Z,2026-02-10T14:57:57.500000Z,8004.5,21.381598,-158.20738,21.368628,-158.18697,2558.58,201.752,4
226,2026-02-10T15:02:00.000000Z,2026-02-10T17:13:50.700000Z,7910.7,21.368738,-158.18697,21.35539,-158.15935,3222.38,201.542,4
227,2026-02-10T17:33:36.000000Z,2026-02-10T17:39:25.700000Z,349.7,21.35586,-158.16005,21.356133,-158.16026,37.34,1.572,0
228,2026-02-10T17:50:05.000000Z,2026-02-10T17:56:43.700000Z,398.7,21.356724,-158.16075,21.357187,-158.16098,56.73,,0
229,2026-02-10T19:06:29.000000Z,2026-02-10T20:14:42.299999Z,4093.3,21.360308,-158.16269,21.352242,-158.17484,1545.19,201.67,2
230,2026-02-10T20:16:00.000000Z,2026-02-10T21:22:40.099999Z,4000.1,21.352428,-158.17497,21.34593,-158.18628,1376.25,201.276,2
231,2026-02-10T21:24:22.000000Z,2026-02-10T22:31:23.700000Z,4021.7,21.346107,-158.18646,21.35512,-158.17351,1674.24,201.633,2
232,2026-02-10T22:32:13.000000Z,2026-02-10T23:40:07.900000Z,4074.9,21.355116,-158.17351,21.343563,-158.18124,1513.66,201.24,2
233,2026-02-10T23:44:56.000000Z,2026-02-11T00:53:33.599999Z,4117.6,21.343702,-158.18164,21.352068,-158.1712,1426.33,201.185,2
234,2026-02-11T00:54:48.000000Z,2026-02-11T02:02:08.599999Z,4040.6,21.352062,-158.17122,21.341242,-158.18103,1574.72,201.945,2
235,2026-02-11T02:03:17.000000Z,2026-02-11T03:09:24.900000Z,3967.9,21.341127,-158.181,21.34854,-158.16927,1468.1,201.249,2
236,2026-02-11T03:12:04.000000Z,2026-02-11T03:46:22.099999Z,2058.1,21.348442,-158.16911,21.339361,-158.16629,1051.15,201.597,1
237,2026-02-11T04:07:51.000000Z,2026-02-11T04:45:33.299999Z,2262.3,21.337929,-158.16547,21.32901,-158.16449,996.93,191.498,1
238,2026-02-11T04:47:15.000000Z,2026-02-11T05:21:36.400000Z,2061.4,21.328957,-158.16444,21.320555,-158.16571,943.48,191.544,1
239,2026-02-11T05:26:05.000000Z,2026-02-11T06:01:13.700000Z,2108.7,21.320194,-158.16597,21.311712,-158.1665,944.75,191.526,1
240,2026-02-11T06:05:32.000000Z,2026-02-11T06:40:49.200000Z,2117.2,21.311646,-158.16673,21.303093,-158.16652,951.3,191.581,1
241,2026-02-11T06:41:45.000000Z,2026-02-11T07:17:15.299999Z,2130.3,21.302996,-158.16663,21.294432,-158.1675,956.53,192.432,1
242,2026-02-11T07:18:20.000000Z,2026-02-11T07:56:34.400000Z,2294.4,21.294344,-158.16768,21.285872,-158.16736,942.63,191.334,1
243,2026-02-11T07:59:04.000000Z,2026-02-11T08:34:39.200000Z,2135.2,21.285849,-158.16762,21.278305,-158.16872,846.56,191.443,1
244,2026-02-11T08:35:33.000000Z,2026-02-11T09:12:47.500000Z,2234.5,21.278152,-158.16895,21.270557,-158.16882,844.63,191.993,1
245,2026-02-11T09:16:59.000000Z,2026-02-11T10:26:14.200000Z,4155.2,21.270432,-158.16931,21.28212,-158.1648,1381.11,201.194,2
246,2026-02-11T10:27:06.000000Z,2026-02-11T11:35:33.500000Z,4107.5,21.282127,-158.16484,21.293188,-158.16316,1242.18,201.368,2
247,2026-02-11T11:36:37.799999Z,2026-02-11T12:44:21.099999Z,4063.3,21.293266,-158.16312,21.302822,-158.16183,1070.95,201.176,2
248,2026-02-11T12:45:56.000000Z,2026-02-11T13:53:57.400000Z,4081.4,21.3028,-158.16183,21.311722,-158.16002,1009.65,201.945,2
249,2026-02-11T13:54:49.000000Z,2026-02-11T15:02:16.700000Z,4047.7,21.31173,-158.16006,21.318813,-158.15892,796.4,201.24,2
250,2026-02-11T15:06:35.000000Z,2026-02-11T16:15:00.799999Z,4105.8,21.318413,-158.15875,21.325329,-158.15872,769.03,201.661,2
251,2026-02-11T16:15:57.000000Z,2026-02-11T17:23:08.500000Z,4031.5,21.325346,-158.15872,21.335123,-158.15923,1088.44,201.166,2
252,2026-02-11T17:46:03.000000Z,2026-02-11T18:06:32.000000Z,1229.0,21.333532,-158.16008,21.332645,-158.15634,399.73,51.945,2
253,2026-02-11T18:09:06.000000Z,2026-02-11T18:27:27.799999Z,1101.8,21.332417,-158.15642,21.333164,-158.15329,334.67,51.176,2
254,2026-02-11T18:28:12.000000Z,2026-02-11T18:46:16.900000Z,1084.9,21.333132,-158.15326,21.3339,-158.15047,301.33,50.928,2
255,2026-02-11T18:49:38.000000Z,2026-02-11T19:57:46.000000Z,4088.0,21.333616,-158.15042,21.327065,-158.16345,1533.65,202.183,2
256,2026-02-11T19:58:32.000000Z,2026-02-11T20:23:18.400000Z,1486.4,21.327059,-158.16336,21.33104,-158.16205,463.0,72.397,2
