time,longitude,latitude
2026-02-06T13:51:16.999855Z,-158.3534477,21.422725
2026-02-06T15:32:03.986600Z,-158.3518217,21.4279585
2026-02-06T15:34:03.010598Z,-158.3517156,21.427761699999998
2026-02-06T18:22:46.000145Z,-158.3585427,21.4460808
2026-02-06T19:11:41.000029Z,-158.36447429999998,21.4528498
2026-02-06T20:05:59.000146Z,-158.37134279999998,21.4601924
2026-02-06T21:10:56.999634Z,-158.3810335,21.4703919
2026-02-06T23:38:33.000163Z,-158.399409,21.4909598
2026-02-07T02:11:30.000412Z,-158.4251919,21.483349699999998
2026-02-07T02:13:30.000409Z,-158.4251789,21.483428099999998
2026-02-07T04:46:49.999815Z,-158.41296459999998,21.4925943
2026-02-07T07:13:00.000137Z,-158.390561,21.4843409
2026-02-07T07:15:04.000134Z,-158.39020979999998,21.484427399999998
2026-02-07T09:38:38.978091Z,-158.3988192,21.480805
2026-02-07T11:59:59.999708Z,-158.40198139999998,21.4747955
2026-02-07T12:04:55.999693Z,-158.4026571,21.474016199999998
2026-02-07T14:32:46.000279Z,-158.4025098,21.4562052
2026-02-07T16:53:04.999650Z,-158.3946824,21.4479003
2026-02-07T16:54:27.000201Z,-158.3947312,21.4476929
2026-02-07T18:08:19.999864Z,-158.3911483,21.4500857
2026-02-07T19:11:57.999767Z,-158.3867578,21.450309999999998
2026-02-07T20:15:38.500133Z,-158.3842949,21.4517059
2026-02-07T20:19:00.000123Z,-158.3846302,21.451770999999997
2026-02-07T21:30:45.999868Z,-158.3862857,21.456305
2026-02-07T21:32:52.999865Z,-158.38660779999998,21.4564474
2026-02-07T22:21:46.000030Z,-158.38642289999999,21.4613542
2026-02-07T22:28:00.000320Z,-158.3875986,21.4616936
2026-02-07T22:33:33.999882Z,-158.3889916,21.4619108
2026-02-07T22:40:27.999816Z,-158.39016049999998,21.4621942
2026-02-07T22:45:58.000450Z,-158.3922355,21.4626432
2026-02-07T22:52:29.000201Z,-158.3935232,21.462792099999998
2026-02-07T23:39:56.000384Z,-158.3943105,21.4647047
2026-02-08T00:28:39.999978Z,-158.3953197,21.4646969
2026-02-08T00:30:38.999974Z,-158.3957429,21.464832899999998
2026-02-08T01:23:38.999689Z,-158.3958994,21.4617298
2026-02-08T01:29:07.999673Z,-158.3970665,21.4621528
2026-02-08T02:18:00.000258Z,-158.3969756,21.4588194
2026-02-08T03:08:30.000330Z,-158.3954531,21.459117
2026-02-08T03:11:08.000325Z,-158.3958925,21.4591223
