dive_index,start_time,end_time,duration_s,start_latitude,start_longitude,end_latitude,end_longitude,distance_m,max_depth_m,num_yos,end_battery_capacity,batteryPercent,batteryVoltage,diskSpaceRemainingMb,diskSpaceRemainingPercent
142,2026-02-05T08:55:53.000000Z,2026-02-05T10:10:14.400000Z,4461.4,21.27389,-158.21263,21.268059,-158.20744,842.38,200.324,2,16238,77.0,3568.0,54722.0,97.0
143,2026-02-05T10:12:21.000000Z,2026-02-05T11:24:00.099999Z,4299.1,21.26802,-158.2078,21.262484,-158.20105,931.76,200.361,2,16220,77.0,3563.0,54714.0,97.0
144,2026-02-05T11:25:26.000000Z,2026-02-05T12:38:02.599999Z,4356.6,21.262579,-158.20103,21.256016,-158.19382,1044.42,200.48,2,16185,77.0,3565.0,54706.0,97.0
145,2026-02-05T12:39:08.799999Z,2026-02-05T13:50:15.900000Z,4267.1,21.256115,-158.19388,21.249382,-158.18845,936.58,200.37,2,16131,76.0,3563.0,54699.0,97.0
146,2026-02-05T13:52:02.000000Z,2026-02-05T15:02:16.599999Z,4214.6,21.249657,-158.18858,21.24144,-158.18507,983.44,200.489,2,16079,76.0,3563.0,54691.0,97.0
147,2026-02-05T15:05:12.000000Z,2026-02-05T16:17:39.799999Z,4347.8,21.241762,-158.1854,21.233652,-158.1797,1078.07,200.37,2,16063,76.0,3565.0,54683.0,97.0
148,2026-02-05T16:18:31.000000Z,2026-02-05T18:41:57.799999Z,8606.8,21.233778,-158.17987,21.236406,-158.16373,1698.16,,4,16012,76.0,3565.0,54615.0,97.0
149,2026-02-05T16:18:31.000000Z,2026-02-05T18:54:52.599999Z,9381.6,21.233778,-158.17987,21.2375,-158.1645,1645.9,202.421,4,15975,76.0,3565.0,54516.0,97.0
150,2026-02-05T19:06:50.000000Z,2026-02-05T21:28:07.599999Z,8477.6,21.238453,-158.16528,21.266722,-158.20532,5205.65,201.276,4,15901,75.0,3555.0,54438.0,97.0
151,2026-02-05T21:30:30.000000Z,2026-02-05T23:10:33.299999Z,6003.3,21.266834,-158.20547,21.286163,-158.22713,3107.48,191.279,2,15863,75.0,3565.0,54427.0,97.0
152,2026-02-05T23:12:29.000000Z,2026-02-06T02:00:26.200000Z,10077.2,21.286436,-158.22737,21.32579,-158.25516,5238.05,201.093,4,15827,75.0,3568.0,54409.0,97.0
153,2026-02-06T02:02:15.000000Z,2026-02-06T03:42:52.900000Z,6037.9,21.325806,-158.25525,21.317488,-158.24986,1080.37,191.691,2,15791,75.0,3565.0,54398.0,97.0
154,2026-02-06T03:48:55.000000Z,2026-02-06T06:31:27.299999Z,9752.3,21.317793,-158.24983,21.344482,-158.27928,4255.79,200.956,4,15703,74.0,3568.0,54380.0,97.0
155,2026-02-06T06:33:22.000000Z,2026-02-06T08:15:38.599999Z,6136.6,21.34457,-158.27933,21.366455,-158.2918,2754.93,191.416,2,15663,74.0,3568.0,54370.0,97.0
156,2026-02-06T08:16:46.000000Z,2026-02-06T11:02:46.700000Z,9960.7,21.366568,-158.29184,21.397652,-158.33058,5294.93,200.965,4,15590,74.0,3565.0,54352.0,97.0
157,2026-02-06T11:04:09.000000Z,2026-02-06T13:49:50.200000Z,9941.2,21.397697,-158.33064,21.422817,-158.35353,3662.93,201.276,4,15522,74.0,3565.0,54333.0,97.0
158,2026-02-06T13:51:17.000000Z,2026-02-06T15:31:50.400000Z,6033.4,21.422726,-158.35345,21.42796,-158.35182,605.96,191.736,2,15496,73.0,3563.0,54323.0,97.0
159,2026-02-06T15:34:03.000000Z,2026-02-06T18:21:03.500000Z,10020.5,21.427761,-158.35172,21.446081,-158.35852,2155.25,201.194,4,15364,73.0,3563.0,54305.0,97.0
160,2026-02-06T18:22:46.000000Z,2026-02-06T19:07:18.599999Z,2672.6,21.446081,-158.35854,21.452873,-158.36435,965.37,201.276,1,15393,73.0,3560.0,54300.0,96.0
161,2026-02-06T19:11:41.000000Z,2026-02-06T20:05:08.200000Z,3207.2,21.45285,-158.36447,21.460175,-158.37126,1075.73,176.493,1,15367,73.0,3560.0,54292.0,96.0
162,2026-02-06T20:05:59.000000Z,2026-02-06T21:02:40.099999Z,3401.1,21.460192,-158.37134,21.467241,-158.37946,1149.11,176.227,1,15356,73.0,3560.0,54286.0,96.0
163,2026-02-06T21:10:57.000000Z,2026-02-06T23:37:16.200000Z,8779.2,21.470392,-158.38103,21.490654,-158.39937,2945.73,151.453,3,15288,73.0,3560.0,54271.0,96.0
164,2026-02-06T23:38:33.000000Z,2026-02-07T02:10:58.200000Z,9145.2,21.49096,-158.39941,21.483349,-158.42519,2798.41,151.06,3,15248,72.0,3560.0,54256.0,96.0
165,2026-02-07T02:13:30.000000Z,2026-02-07T04:45:36.799999Z,9126.8,21.483429,-158.42519,21.49257,-158.41316,1606.99,152.204,3,15172,72.0,3563.0,54241.0,96.0
166,2026-02-07T04:46:49.900000Z,2026-02-07T07:12:22.400000Z,8732.5,21.492594,-158.41296,21.48434,-158.39056,2492.75,152.524,3,15133,72.0,3560.0,54226.0,96.0
167,2026-02-07T07:15:04.000000Z,2026-02-07T09:37:35.900000Z,8551.9,21.484426,-158.39021,21.480755,-158.39882,979.94,151.014,3,15080,71.0,3563.0,54212.0,96.0
168,2026-02-07T09:38:39.000000Z,2026-02-07T11:59:11.700000Z,8432.7,21.480804,-158.39882,21.474796,-158.40198,743.79,151.169,3,15027,71.0,3560.0,54198.0,96.0
169,2026-02-07T12:04:56.000000Z,2026-02-07T14:31:31.099999Z,8795.1,21.474016,-158.40266,21.456326,-158.4024,1967.22,151.774,3,14955,71.0,3560.0,54183.0,96.0
170,2026-02-07T14:32:45.900000Z,2026-02-07T16:52:03.900000Z,8358.0,21.456205,-158.40251,21.4479,-158.39468,1228.6,151.71,3,14869,71.0,3560.0,54169.0,96.0
171,2026-02-07T16:54:27.000000Z,2026-02-07T18:07:11.200000Z,4364.2,21.447693,-158.39473,21.450188,-158.39111,466.19,152.36,1,14857,71.0,3560.0,54162.0,96.0
172,2026-02-07T18:08:19.900000Z,2026-02-07T19:11:03.900000Z,3764.0,21.450087,-158.39114,21.450417,-158.38676,454.78,151.819,1,14866,70.0,3558.0,54156.0,96.0
173,2026-02-07T19:11:58.000000Z,2026-02-07T20:15:01.700000Z,3783.7,21.45031,-158.38676,21.451706,-158.3843,298.18,151.792,1,14843,70.0,3555.0,54149.0,96.0
174,2026-02-07T20:19:00.000000Z,2026-02-07T21:30:34.799999Z,4294.8,21.45177,-158.38463,21.456305,-158.38629,532.73,151.572,1,14802,70.0,3558.0,54142.0,96.0
175,2026-02-07T21:32:53.000000Z,2026-02-07T22:51:48.700000Z,4735.7,21.456448,-158.38661,21.462713,-158.39336,986.53,151.92,0,14753,70.0,3558.0,54072.0,96.0
176,2026-02-07T22:52:29.000000Z,2026-02-07T23:39:10.500000Z,2801.5,21.462791,-158.39352,21.464542,-158.39415,205.33,151.911,1,14768,70.0,3555.0,54067.0,96.0
177,2026-02-07T23:39:56.000000Z,2026-02-08T00:28:30.000000Z,2914.0,21.464705,-158.39432,21.464697,-158.39532,103.49,151.636,1,14731,70.0,3555.0,54062.0,96.0
178,2026-02-08T00:30:39.000000Z,2026-02-08T01:23:15.099999Z,3156.1,21.464832,-158.39574,21.46173,-158.3959,345.32,151.755,1,14677,70.0,3555.0,54057.0,96.0
179,2026-02-08T01:29:08.000000Z,2026-02-08T02:17:13.000000Z,2885.0,21.462152,-158.39706,21.45881,-158.3969,371.98,151.115,1,14640,70.0,3558.0,54051.0,96.0
180,2026-02-08T02:18:00.000000Z,2026-02-08T03:07:28.299999Z,2968.3,21.45882,-158.39697,21.459118,-158.39545,160.75,151.472,1,14682,70.0,3555.0,54046.0,96.0
181,2026-02-08T03:11:08.000000Z,2026-02-08T04:02:51.400000Z,3103.4,21.459122,-158.39589,21.45777,-158.39334,303.71,151.398,1,14658,69.0,3555.0,54041.0,96.0
182,2026-02-08T04:04:07.000000Z,2026-02-08T04:55:25.900000Z,3078.9,21.457766,-158.39343,21.45582,-158.38867,538.04,152.25,1,14622,69.0,3555.0,54035.0,96.0
183,2026-02-08T04:56:19.000000Z,2026-02-08T05:45:15.200000Z,2936.2,21.455822,-158.38867,21.45422,-158.3836,554.11,151.243,1,14616,69.0,3553.0,54030.0,96.0
184,2026-02-08T05:46:12.000000Z,2026-02-08T06:31:16.500000Z,2704.5,21.454327,-158.38367,21.453056,-158.37968,436.44,152.149,1,14598,69.0,3555.0,54026.0,96.0
185,2026-02-08T06:32:22.900000Z,2026-02-08T07:24:02.000000Z,3099.1,21.453197,-158.37971,21.451805,-158.3775,276.17,151.545,1,14547,69.0,3555.0,54020.0,96.0
186,2026-02-08T07:28:21.000000Z,2026-02-08T09:06:18.400000Z,5877.4,21.452387,-158.37778,21.457174,-158.37651,548.28,152.122,2,14523,69.0,3550.0,54010.0,96.0
187,2026-02-08T09:07:47.000000Z,2026-02-08T10:47:07.000000Z,5960.0,21.457302,-158.37654,21.461266,-158.38193,710.93,151.902,2,14498,69.0,3550.0,54000.0,96.0
188,2026-02-08T10:48:18.000000Z,2026-02-08T12:28:13.799999Z,5995.8,21.4614,-158.38223,21.463648,-158.38708,560.7,151.169,2,14459,69.0,3553.0,53990.0,96.0
189,2026-02-08T12:29:17.799999Z,2026-02-08T14:09:37.500000Z,6019.7,21.463718,-158.38724,21.463976,-158.39528,832.5,151.353,2,14423,68.0,3553.0,53980.0,96.0
190,2026-02-08T14:11:34.000000Z,2026-02-08T15:51:06.900000Z,5972.9,21.464151,-158.39545,21.464922,-158.39862,339.06,152.534,2,14380,68.0,3553.0,53970.0,96.0
191,2026-02-08T15:52:53.000000Z,2026-02-08T16:46:11.000000Z,3198.0,21.465002,-158.3988,21.464027,-158.39763,162.52,151.115,1,14325,68.0,3550.0,53964.0,96.0
192,2026-02-08T16:47:05.799999Z,2026-02-08T17:38:44.599999Z,3098.8,21.464027,-158.39763,21.46299,-158.39491,304.18,152.021,1,14322,68.0,3548.0,53959.0,96.0
193,2026-02-08T17:43:09.000000Z,2026-02-08T18:34:09.599999Z,3060.6,21.46331,-158.39539,21.462536,-158.39194,367.25,151.865,1,14297,68.0,3545.0,53953.0,96.0
194,2026-02-08T18:36:31.000000Z,2026-02-08T19:03:47.200000Z,1636.2,21.462528,-158.39214,21.460327,-158.39032,308.82,151.655,1,14297,68.0,3548.0,53950.0,96.0
195,2026-02-08T19:05:11.000000Z,2026-02-08T19:06:45.099999Z,94.1,21.460432,-158.39043,21.460535,-158.39053,15.44,1.902,1,14200,68.0,3548.0,53950.0,96.0
196,2026-02-08T19:07:24.000000Z,2026-02-08T19:34:41.200000Z,1637.2,21.460505,-158.39062,21.4604,-158.38753,319.98,151.371,1,14263,68.0,3545.0,53946.0,96.0
197,2026-02-08T19:39:10.000000Z,2026-02-08T20:05:53.200000Z,1603.2,21.46055,-158.38806,21.458643,-158.38686,245.74,152.067,1,14247,68.0,3548.0,53943.0,96.0
198,2026-02-08T20:07:55.000000Z,2026-02-08T20:33:44.799999Z,1549.8,21.459223,-158.38704,21.458862,-158.38556,158.33,152.35,1,14247,68.0,3548.0,53940.0,96.0
199,2026-02-08T20:34:32.000000Z,2026-02-08T21:50:56.500000Z,4584.5,21.458952,-158.38573,21.457966,-158.38412,199.45,151.829,3,14210,67.0,3545.0,53931.0,96.0
200,2026-02-08T21:58:33.000000Z,2026-02-08T23:15:48.500000Z,4635.5,21.458477,-158.38565,21.460997,-158.3865,293.69,151.792,3,14141,67.0,3548.0,53922.0,96.0
201,2026-02-08T23:21:57.000000Z,2026-02-09T00:37:44.900000Z,4547.9,21.4616,-158.38759,21.46465,-158.38762,339.16,151.206,3,14134,67.0,3550.0,53913.0,96.0
202,2026-02-09T00:38:30.000000Z,2026-02-09T01:51:27.400000Z,4377.4,21.46478,-158.38779,21.465185,-158.38855,90.63,151.288,3,14099,67.0,3548.0,53905.0,96.0
203,2026-02-09T01:52:27.000000Z,2026-02-09T03:09:24.299999Z,4617.3,21.46532,-158.38878,21.463943,-158.39107,282.14,151.957,3,14000,67.0,3550.0,53897.0,96.0
204,2026-02-09T03:10:49.000000Z,2026-02-09T04:25:46.900000Z,4497.9,21.464048,-158.39116,21.462328,-158.38795,383.31,151.06,3,14029,67.0,3550.0,53888.0,96.0
205,2026-02-09T04:26:36.000000Z,2026-02-09T05:44:14.900000Z,4658.9,21.4624,-158.38802,21.458618,-158.38127,815.35,151.975,3,13995,66.0,3540.0,53879.0,96.0
206,2026-02-09T05:51:50.000000Z,2026-02-09T06:59:51.500000Z,4081.5,21.459652,-158.3812,21.4625,-158.36404,1803.83,202.32,2,13926,66.0,3548.0,53870.0,96.0
207,2026-02-09T07:05:33.099999Z,2026-02-09T08:12:27.599999Z,4014.5,21.459812,-158.36682,21.454649,-158.35838,1045.22,202.128,2,13874,66.0,3548.0,53862.0,96.0
208,2026-02-09T08:13:39.000000Z,2026-02-09T09:22:15.400000Z,4116.4,21.454538,-158.35844,21.450579,-158.35077,907.68,201.331,2,13890,66.0,3548.0,53854.0,96.0
209,2026-02-09T09:25:47.000000Z,2026-02-09T10:34:33.400000Z,4126.4,21.45094,-158.35075,21.44764,-158.34558,648.8,201.121,2,13842,66.0,3548.0,53846.0,96.0
210,2026-02-09T10:35:20.099999Z,2026-02-09T11:42:40.900000Z,4040.8,21.447767,-158.34572,21.445538,-158.34337,347.25,202.018,2,13826,65.0,3545.0,53839.0,96.0
211,2026-02-09T11:45:04.000000Z,2026-02-09T12:53:34.500000Z,4110.5,21.445875,-158.34369,21.445396,-158.3439,57.53,202.027,2,13789,65.0,3545.0,53831.0,96.0
212,2026-02-09T12:56:34.000000Z,2026-02-09T14:05:22.099999Z,4128.1,21.445795,-158.34445,21.443514,-158.34364,267.13,201.221,2,13757,65.0,3545.0,53823.0,96.0
213,2026-02-09T14:06:20.000000Z,2026-02-09T15:14:48.400000Z,4108.4,21.44363,-158.34384,21.43977,-158.34178,479.25,202.402,2,13726,65.0,3548.0,53816.0,96.0
214,2026-02-09T15:20:22.000000Z,2026-02-09T16:28:35.700000Z,4093.7,21.440523,-158.34264,21.437544,-158.33527,831.62,201.853,2,13674,65.0,3545.0,53808.0,96.0
215,2026-02-09T16:30:06.000000Z,2026-02-09T17:38:04.299999Z,4078.3,21.437666,-158.33543,21.434214,-158.32513,1133.08,201.267,2,13655,65.0,3543.0,53800.0,96.0
216,2026-02-09T17:38:56.000000Z,2026-02-09T18:46:21.000000Z,4045.0,21.434347,-158.32516,21.429644,-158.31477,1195.83,202.027,2,13592,64.0,3543.0,53792.0,96.0
217,2026-02-09T18:47:58.000000Z,2026-02-09T21:01:32.900000Z,8014.9,21.429794,-158.31474,21.425259,-158.29526,2078.46,202.073,4,13550,64.0,3545.0,53778.0,96.0
218,2026-02-09T21:03:02.000000Z,2026-02-09T23:12:36.299999Z,7774.3,21.425472,-158.29533,21.422674,-158.28262,1351.92,201.304,4,13492,64.0,3545.0,53763.0,96.0
219,2026-02-09T23:15:04.000000Z,2026-02-10T01:25:32.500000Z,7828.5,21.422995,-158.28297,21.418362,-158.28192,526.51,201.945,4,13448,64.0,3545.0,53749.0,96.0
220,2026-02-10T01:29:48.000000Z,2026-02-10T03:40:34.900000Z,7846.9,21.419134,-158.2825,21.408434,-158.27261,1569.64,201.377,4,13388,63.0,3548.0,53734.0,95.0
221,2026-02-10T03:42:05.000000Z,2026-02-10T05:55:21.700000Z,7996.7,21.408592,-158.2726,21.396976,-158.2547,2258.85,201.322,4,13316,63.0,3545.0,53720.0,95.0
222,2026-02-10T05:56:29.099999Z,2026-02-10T08:09:58.700000Z,8009.6,21.396719,-158.25417,21.394026,-158.23486,2021.5,202.256,4,13255,63.0,3548.0,53705.0,95.0
223,2026-02-10T08:14:51.000000Z,2026-02-10T10:28:41.799999Z,8030.8,21.39458,-158.23529,21.391552,-158.22209,1407.51,201.212,4,13210,62.0,3548.0,53690.0,95.0
224,2026-02-10T10:30:03.000000Z,2026-02-10T12:43:31.900000Z,8008.9,21.391586,-158.22218,21.381466,-158.20721,1915.38,201.917,4,13120,62.0,3545.0,53676.0,95.0
225,2026-02-10T12:44:33.000000Z,2026-02-10T14:57:57.500000Z,8004.5,21.381598,-158.20738,21.368628,-158.18697,2558.58,201.752,4,13078,62.0,3545.0,53661.0,95.0
226,2026-02-10T15:02:00.000000Z,2026-02-10T17:13:50.700000Z,7910.7,21.368738,-158.18697,21.35539,-158.15935,3222.38,201.542,4,13034,62.0,3545.0,53646.0,95.0
227,2026-02-10T17:33:36.000000Z,2026-02-10T17:39:25.700000Z,349.7,21.35586,-158.16005,21.356133,-158.16026,37.34,1.572,0,13014,62.0,3545.0,53560.0,95.0
228,2026-02-10T17:50:05.000000Z,2026-02-10T17:56:43.700000Z,398.7,21.356724,-158.16075,21.357187,-158.16098,56.73,,0,13002,62.0,3545.0,53391.0,95.0
229,2026-02-10T19:06:29.000000Z,2026-02-10T20:14:42.299999Z,4093.3,21.360308,-158.16269,21.352242,-158.17484,1545.19,201.67,2,12922,61.0,3545.0,53298.0,95.0
230,2026-02-10T20:16:00.000000Z,2026-02-10T21:22:40.099999Z,4000.1,21.352428,-158.17497,21.34593,-158.18628,1376.25,201.276,2,12879,61.0,3545.0,53290.0,95.0
231,2026-02-10T21:24:22.000000Z,2026-02-10T22:31:23.700000Z,4021.7,21.346107,-158.18646,21.35512,-158.17351,1674.24,201.633,2,12862,61.0,3548.0,53283.0,95.0
232,2026-02-10T22:32:13.000000Z,2026-02-10T23:40:07.900000Z,4074.9,21.355116,-158.17351,21.343563,-158.18124,1513.66,201.24,2,12846,61.0,3548.0,53275.0,95.0
233,2026-02-10T23:44:56.000000Z,2026-02-11T00:53:33.599999Z,4117.6,21.343702,-158.18164,21.352068,-158.1712,1426.33,201.185,2,12815,61.0,3548.0,53267.0,95.0
234,2026-02-11T00:54:48.000000Z,2026-02-11T02:02:08.599999Z,4040.6,21.352062,-158.17122,21.341242,-158.18103,1574.72,201.945,2,12769,60.0,3548.0,53260.0,95.0
235,2026-02-11T02:03:17.000000Z,2026-02-11T03:09:24.900000Z,3967.9,21.341127,-158.181,21.34854,-158.16927,1468.1,201.249,2,12755,60.0,3545.0,53252.0,95.0
236,2026-02-11T03:12:04.000000Z,2026-02-11T03:46:22.099999Z,2058.1,21.348442,-158.16911,21.339361,-158.16629,1051.15,201.597,1,12737,60.0,3548.0,53180.0,94.0
237,2026-02-11T04:07:51.000000Z,2026-02-11T04:45:33.299999Z,2262.3,21.337929,-158.16547,21.32901,-158.16449,996.93,191.498,1,12705,60.0,3545.0,53069.0,94.0
238,2026-02-11T04:47:15.000000Z,2026-02-11T05:21:36.400000Z,2061.4,21.328957,-158.16444,21.320555,-158.16571,943.48,191.544,1,12672,60.0,3543.0,53065.0,94.0
239,2026-02-11T05:26:05.000000Z,2026-02-11T06:01:13.700000Z,2108.7,21.320194,-158.16597,21.311712,-158.1665,944.75,191.526,1,12668,60.0,3543.0,53061.0,94.0
240,2026-02-11T06:05:32.000000Z,2026-02-11T06:40:49.200000Z,2117.2,21.311646,-158.16673,21.303093,-158.16652,951.3,191.581,1,12632,60.0,3543.0,53057.0,94.0
241,2026-02-11T06:41:45.000000Z,2026-02-11T07:17:15.299999Z,2130.3,21.302996,-158.16663,21.294432,-158.1675,956.53,192.432,1,12598,60.0,3545.0,53053.0,94.0
242,2026-02-11T07:18:20.000000Z,2026-02-11T07:56:34.400000Z,2294.4,21.294344,-158.16768,21.285872,-158.16736,942.63,191.334,1,12610,60.0,3543.0,53048.0,94.0
243,2026-02-11T07:59:04.000000Z,2026-02-11T08:34:39.200000Z,2135.2,21.285849,-158.16762,21.278305,-158.16872,846.56,191.443,1,12590,60.0,3543.0,53044.0,94.0
244,2026-02-11T08:35:33.000000Z,2026-02-11T09:12:47.500000Z,2234.5,21.278152,-158.16895,21.270557,-158.16882,844.63,191.993,1,12556,60.0,3543.0,53040.0,94.0
245,2026-02-11T09:16:59.000000Z,2026-02-11T10:26:14.200000Z,4155.2,21.270432,-158.16931,21.28212,-158.1648,1381.11,201.194,2,12521,59.0,3545.0,53030.0,94.0
246,2026-02-11T10:27:06.000000Z,2026-02-11T11:35:33.500000Z,4107.5,21.282127,-158.16484,21.293188,-158.16316,1242.18,201.368,2,12503,59.0,3545.0,53022.0,94.0
247,2026-02-11T11:36:37.799999Z,2026-02-11T12:44:21.099999Z,4063.3,21.293266,-158.16312,21.302822,-158.16183,1070.95,201.176,2,12458,59.0,3545.0,53015.0,94.0
248,2026-02-11T12:45:56.000000Z,2026-02-11T13:53:57.400000Z,4081.4,21.3028,-158.16183,21.311722,-158.16002,1009.65,201.945,2,12425,59.0,3545.0,53007.0,94.0
249,2026-02-11T13:54:49.000000Z,2026-02-11T15:02:16.700000Z,4047.7,21.31173,-158.16006,21.318813,-158.15892,796.4,201.24,2,12411,59.0,3543.0,52999.0,94.0
250,2026-02-11T15:06:35.000000Z,2026-02-11T16:15:00.799999Z,4105.8,21.318413,-158.15875,21.325329,-158.15872,769.03,201.661,2,12378,59.0,3545.0,52992.0,94.0
251,2026-02-11T16:15:57.000000Z,2026-02-11T17:23:08.500000Z,4031.5,21.325346,-158.15872,21.335123,-158.15923,1088.44,201.166,2,12347,58.0,3545.0,52984.0,94.0
252,2026-02-11T17:46:03.000000Z,2026-02-11T18:06:32.000000Z,1229.0,21.333532,-158.16008,21.332645,-158.15634,399.73,51.945,2,12272,58.0,3543.0,52887.0,94.0
253,2026-02-11T18:09:06.000000Z,2026-02-11T18:27:27.799999Z,1101.8,21.332417,-158.15642,21.333164,-158.15329,334.67,51.176,2,12309,58.0,3540.0,52885.0,94.0
254,2026-02-11T18:28:12.000000Z,2026-02-11T18:46:16.900000Z,1084.9,21.333132,-158.15326,21.3339,-158.15047,301.33,50.928,2,12283,58.0,3543.0,52883.0,94.0
255,2026-02-11T18:49:38.000000Z,2026-02-11T19:57:46.000000Z,4088.0,21.333616,-158.15042,21.327065,-158.16345,1533.65,202.183,2,12265,58.0,3545.0,52874.0,94.0
256,2026-02-11T19:58:32.000000Z,2026-02-11T20:23:18.400000Z,1486.4,21.327059,-158.16336,21.33104,-158.16205,463.0,72.397,2,12236,58.0,3545.0,52783.0,94.0
